observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,freqLow,freqHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
86896MD01_016K_M04_multi_20180720_030000Z.aif_7172,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_030000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.624024,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_030000Z.aif_7329,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_030000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572267,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7393,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.554103,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7396,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.59701,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7398,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.578328,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7466,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508008,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7518,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505372,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7649,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500313,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7806,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506278,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7843,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.647037,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7886,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.579741,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7926,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527541,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_041500Z.aif_7995,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_041500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515333,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_044500Z.aif_8049,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_044500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538818,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_130000Z.aif_8124,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_130000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.599503,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_173000Z.aif_8187,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_173000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.574475,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_033000Z.aif_8310,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_033000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.603778,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_153000Z.aif_8403,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_153000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.575332,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_160000Z.aif_8417,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_160000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508299,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_113000Z.aif_8806,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_113000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.676599,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_130000Z.aif_8987,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_130000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.661994,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_134500Z.aif_9028,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_134500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.533669,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_210000Z.aif_9174,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_210000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.557882,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_213000Z.aif_9266,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_213000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.626283,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_214500Z.aif_9283,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_214500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509083,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_220000Z.aif_9324,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_220000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.617999,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_221500Z.aif_9358,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_221500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.531882,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_004500Z.aif_9467,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_004500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564661,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_011500Z.aif_9530,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_011500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.502125,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_014500Z.aif_9571,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_014500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501907,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_044500Z.aif_9777,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_044500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.520059,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_064500Z.aif_9817,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_064500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.561392,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_070000Z.aif_9834,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_070000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.628825,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_070000Z.aif_9845,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_070000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.522401,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_081500Z.aif_9885,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_081500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523202,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_161500Z.aif_10033,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_161500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.513304,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_000000Z.aif_10154,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_000000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510452,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_004500Z.aif_10161,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_004500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.55948,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_013000Z.aif_10174,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_013000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602226,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_081500Z.aif_10331,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_081500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.512999,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_083000Z.aif_10338,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_083000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527388,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_114500Z.aif_10390,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_114500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509822,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_143000Z.aif_10473,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_143000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527614,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_164500Z.aif_10505,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_164500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501933,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_174500Z.aif_10532,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_174500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.51985,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_034500Z.aif_10813,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_034500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.551495,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_041500Z.aif_10835,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_041500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.53598,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_051500Z.aif_10909,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_051500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.658404,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_083000Z.aif_11040,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_083000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506715,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_140000Z.aif_11168,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_140000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.649591,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_143000Z.aif_11221,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_143000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.652997,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_151500Z.aif_11262,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_151500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.514608,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_200000Z.aif_11440,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_200000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.56041,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_063000Z.aif_11657,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_063000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602063,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_063000Z.aif_11667,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_063000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.577892,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_070000Z.aif_11690,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_070000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.51731799999999994,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_111500Z.aif_11785,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_111500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518653,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_184500Z.aif_11881,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_184500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.576503,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_050000Z.aif_12098,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_050000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.570982,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_051500Z.aif_12118,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_051500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.594222,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_053000Z.aif_12134,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_053000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.586106,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_173000Z.aif_12275,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_173000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.51431,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_183000Z.aif_12357,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_183000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503275,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_190000Z.aif_12385,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_190000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.580002,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_191500Z.aif_12414,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_191500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.587359,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z.aif_12508,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.554128,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_224500Z.aif_12574,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_224500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538341,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180728_044500Z.aif_12686,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180728_044500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.541006,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180729_101500Z.aif_12931,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180729_101500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505867,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180730_211500Z.aif_13107,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180730_211500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.529847,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_001500Z.aif_13146,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_001500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.568349,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_123000Z.aif_13237,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_123000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572347,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_171500Z.aif_13387,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_171500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.52969,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_173000Z.aif_13396,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_173000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.546972,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_174500Z.aif_13427,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_174500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547779,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_204500Z.aif_13579,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_204500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.525416,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_210000Z.aif_13739,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_210000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559077,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_211500Z.aif_13777,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_211500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.601216,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_090000Z.aif_14115,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_090000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.571739,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_114500Z.aif_14152,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_114500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559047,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_114500Z.aif_14195,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_114500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544113,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_120000Z.aif_14228,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_120000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.550144,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_121500Z.aif_14246,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_121500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534639,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_121500Z.aif_14294,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_121500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538027,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_161500Z.aif_14359,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_161500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544454,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_191500Z.aif_14388,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_191500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.52878,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_200000Z.aif_14402,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_200000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501335,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_214500Z.aif_14497,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_214500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506127,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_053000Z.aif_14585,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_053000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564611,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_143000Z.aif_14650,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_143000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538989,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_221500Z.aif_14678,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_221500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516449,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_051500Z.aif_14720,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_051500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.52569,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14759,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.600066,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14784,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508689,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14802,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572297,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_081500Z.aif_14850,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_081500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.553455,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_193000Z.aif_15008,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_193000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527293,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_200000Z.aif_15239,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_200000Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.586425,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_214500Z.aif_15284,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_214500Z.aif,,,,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518147,1-2-f,parm file = FW2O_p25.mat
