Selection	View	Channel	SID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes
3462	Spectrogram 	02	02	94231.816260	94236.279740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	631.816259693	07/12/2018	14:25:31.816	0.545071	1-1-f	parm file = FW2O_p25.mat
3463	Spectrogram 	02	02	94238.728260	94243.191740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	638.728259693	07/12/2018	14:25:38.728	0.591150	1-1-f	parm file = FW2O_p25.mat
3464	Spectrogram 	02	02	94244.963975	94250.780025	13	29	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	644.963974752	07/12/2018	14:25:44.964	0.613199	1-4-f	parm file = FW2O_p25.mat
3465	Spectrogram 	02	02	94254.088260	94258.551740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	654.088259693	07/12/2018	14:25:54.088	0.541202	1-1-f	parm file = FW2O_p25.mat
3466	Spectrogram 	02	02	94266.888260	94271.351740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	666.888259693	07/12/2018	14:26:06.888	0.588232	1-1-f	parm file = FW2O_p25.mat
3467	Spectrogram 	03	03	94280.907145	94284.964855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	680.907145176	07/12/2018	14:26:20.907	0.541373	1-2-f	parm file = FW2O_p25.mat
3468	Spectrogram 	02	02	94290.688260	94295.151740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	690.688259693	07/12/2018	14:26:30.688	0.540081	1-1-f	parm file = FW2O_p25.mat
3469	Spectrogram 	02	02	94306.507145	94310.564855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	706.507145176	07/12/2018	14:26:46.507	0.575270	1-2-f	parm file = FW2O_p25.mat
3470	Spectrogram 	03	03	94320.075145	94324.132855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	720.075145176	07/12/2018	14:27:00.075	0.601263	1-2-f	parm file = FW2O_p25.mat
3471	Spectrogram 	02	02	94323.456260	94327.919740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	723.456259693	07/12/2018	14:27:03.456	0.546362	1-1-f	parm file = FW2O_p25.mat
3472	Spectrogram 	02	02	94333.184260	94337.647740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	733.184259693	07/12/2018	14:27:13.184	0.522022	1-1-f	parm file = FW2O_p25.mat
3473	Spectrogram 	02	02	94339.328260	94343.791740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	739.328259693	07/12/2018	14:27:19.328	0.614853	1-1-f	parm file = FW2O_p25.mat
3474	Spectrogram 	01	01	94342.859145	94346.916855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	742.859145176	07/12/2018	14:27:22.859	0.510262	1-2-f	parm file = FW2O_p25.mat
3475	Spectrogram 	02	02	94351.555145	94355.612855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	751.555145176	07/12/2018	14:27:31.555	0.548623	1-2-f	parm file = FW2O_p25.mat
3476	Spectrogram 	02	02	94360.259145	94364.316855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	760.259145176	07/12/2018	14:27:40.259	0.548462	1-2-f	parm file = FW2O_p25.mat
3477	Spectrogram 	03	03	94365.635145	94369.692855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	765.635145176	07/12/2018	14:27:45.635	0.510721	1-2-f	parm file = FW2O_p25.mat
3478	Spectrogram 	03	03	94373.827145	94377.884855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	773.827145176	07/12/2018	14:27:53.827	0.533273	1-2-f	parm file = FW2O_p25.mat
3479	Spectrogram 	01	01	94390.776260	94395.239740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	790.776259693	07/12/2018	14:28:10.776	0.534823	1-1-f	parm file = FW2O_p25.mat
3480	Spectrogram 	02	02	94391.288260	94395.751740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	791.288259693	07/12/2018	14:28:11.288	0.549428	1-1-f	parm file = FW2O_p25.mat
3481	Spectrogram 	02	02	94400.248260	94404.711740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	800.248259693	07/12/2018	14:28:20.248	0.548976	1-1-f	parm file = FW2O_p25.mat
3482	Spectrogram 	03	03	94405.571145	94409.628855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	805.571145176	07/12/2018	14:28:25.571	0.505813	1-2-f	parm file = FW2O_p25.mat
3483	Spectrogram 	02	02	94414.328260	94418.791740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	814.328259693	07/12/2018	14:28:34.328	0.516937	1-1-f	parm file = FW2O_p25.mat
3484	Spectrogram 	03	03	94418.883145	94422.940855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	818.883145176	07/12/2018	14:28:38.883	0.523394	1-2-f	parm file = FW2O_p25.mat
3485	Spectrogram 	03	03	94424.816260	94429.279740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	824.816259693	07/12/2018	14:28:44.816	0.500833	1-1-f	parm file = FW2O_p25.mat
3486	Spectrogram 	02	02	94427.579145	94431.636855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	827.579145176	07/12/2018	14:28:47.579	0.619927	1-2-f	parm file = FW2O_p25.mat
3487	Spectrogram 	04	04	94433.723145	94437.780855	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	833.723145176	07/12/2018	14:28:53.723	0.509424	1-2-f	parm file = FW2O_p25.mat
3488	Spectrogram 	02	02	94478.576260	94483.039740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	878.576259693	07/12/2018	14:29:38.576	0.545092	1-1-f	parm file = FW2O_p25.mat
3489	Spectrogram 	02	02	94489.072260	94493.535740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	889.072259693	07/12/2018	14:29:49.072	0.582712	1-1-f	parm file = FW2O_p25.mat
3490	Spectrogram 	02	02	94494.960260	94499.423740	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_141500Z.aif	86896MD01_016K_M04_multi_20180712_141500Z.aif	894.960259693	07/12/2018	14:29:54.960	0.732727	1-1-f	parm file = FW2O_p25.mat
3491	Spectrogram 	02	02	94500.840263	94505.303743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	0.840263046	07/12/2018	14:30:00.840	0.532635	1-1-f	parm file = FW2O_p25.mat
3492	Spectrogram 	02	02	94510.824263	94515.287743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	10.824263046	07/12/2018	14:30:10.824	0.604226	1-1-f	parm file = FW2O_p25.mat
3493	Spectrogram 	04	04	94517.427149	94521.484859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	17.427148529	07/12/2018	14:30:17.427	0.500767	1-2-f	parm file = FW2O_p25.mat
3494	Spectrogram 	03	03	94519.272263	94523.735743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	19.272263046	07/12/2018	14:30:19.272	0.597523	1-1-f	parm file = FW2O_p25.mat
3495	Spectrogram 	02	02	94524.136263	94528.599743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	24.136263046	07/12/2018	14:30:24.136	0.623434	1-1-f	parm file = FW2O_p25.mat
3496	Spectrogram 	02	02	94547.176263	94551.639743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	47.176263046	07/12/2018	14:30:47.176	0.521390	1-1-f	parm file = FW2O_p25.mat
3497	Spectrogram 	03	03	94552.499149	94556.556859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	52.499148529	07/12/2018	14:30:52.499	0.546263	1-2-f	parm file = FW2O_p25.mat
3498	Spectrogram 	02	02	94558.952263	94563.415743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	58.952263046	07/12/2018	14:30:58.952	0.722104	1-1-f	parm file = FW2O_p25.mat
3499	Spectrogram 	02	02	94564.019149	94568.076859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	64.019148529	07/12/2018	14:31:04.019	0.560422	1-2-f	parm file = FW2O_p25.mat
3500	Spectrogram 	02	02	94575.840263	94580.303743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	75.840263046	07/12/2018	14:31:15.840	0.546662	1-1-f	parm file = FW2O_p25.mat
3501	Spectrogram 	02	02	94596.320263	94600.783743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	96.320263046	07/12/2018	14:31:36.320	0.560990	1-1-f	parm file = FW2O_p25.mat
3502	Spectrogram 	04	04	94604.459149	94608.516859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	104.459148529	07/12/2018	14:31:44.459	0.524951	1-2-f	parm file = FW2O_p25.mat
3503	Spectrogram 	02	02	94610.912263	94615.375743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	110.912263046	07/12/2018	14:31:50.912	0.509558	1-1-f	parm file = FW2O_p25.mat
3504	Spectrogram 	02	02	94617.568263	94622.031743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	117.568263046	07/12/2018	14:31:57.568	0.509460	1-1-f	parm file = FW2O_p25.mat
3505	Spectrogram 	02	02	94625.504263	94629.967743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	125.504263046	07/12/2018	14:32:05.504	0.507978	1-1-f	parm file = FW2O_p25.mat
3506	Spectrogram 	02	02	94636.000263	94640.463743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	136.000263046	07/12/2018	14:32:16.000	0.542044	1-1-f	parm file = FW2O_p25.mat
3507	Spectrogram 	02	02	94661.080263	94665.543743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	161.080263046	07/12/2018	14:32:41.080	0.537132	1-1-f	parm file = FW2O_p25.mat
3508	Spectrogram 	01	01	94668.707149	94672.764859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	168.707148529	07/12/2018	14:32:48.707	0.530479	1-2-f	parm file = FW2O_p25.mat
3509	Spectrogram 	04	04	94672.547149	94676.604859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	172.547148529	07/12/2018	14:32:52.547	0.504865	1-2-f	parm file = FW2O_p25.mat
3510	Spectrogram 	02	02	94676.387149	94680.444859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	176.387148529	07/12/2018	14:32:56.387	0.571922	1-2-f	parm file = FW2O_p25.mat
3511	Spectrogram 	02	02	94682.072263	94686.535743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	182.072263046	07/12/2018	14:33:02.072	0.510829	1-1-f	parm file = FW2O_p25.mat
3512	Spectrogram 	02	02	94692.259149	94696.316859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	192.259148529	07/12/2018	14:33:12.259	0.631269	1-2-f	parm file = FW2O_p25.mat
3513	Spectrogram 	03	03	94692.515149	94696.572859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	192.515148529	07/12/2018	14:33:12.515	0.521328	1-2-f	parm file = FW2O_p25.mat
3514	Spectrogram 	02	02	94702.040263	94706.503743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	202.040263046	07/12/2018	14:33:22.040	0.557627	1-1-f	parm file = FW2O_p25.mat
3515	Spectrogram 	03	03	94704.291149	94708.348859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	204.291148529	07/12/2018	14:33:24.291	0.585598	1-2-f	parm file = FW2O_p25.mat
3516	Spectrogram 	02	02	94710.232263	94714.695743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	210.232263046	07/12/2018	14:33:30.232	0.542940	1-1-f	parm file = FW2O_p25.mat
3517	Spectrogram 	03	03	94715.299149	94719.356859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	215.299148529	07/12/2018	14:33:35.299	0.531407	1-2-f	parm file = FW2O_p25.mat
3518	Spectrogram 	02	02	94723.883978	94729.700028	13	29	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	223.883978105	07/12/2018	14:33:43.884	0.543543	1-4-f	parm file = FW2O_p25.mat
3519	Spectrogram 	02	02	94744.016263	94748.479743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	244.016263046	07/12/2018	14:34:04.016	0.512409	1-1-f	parm file = FW2O_p25.mat
3520	Spectrogram 	03	03	94753.232263	94757.695743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	253.232263046	07/12/2018	14:34:13.232	0.558463	1-1-f	parm file = FW2O_p25.mat
3521	Spectrogram 	02	02	94758.096263	94762.559743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	258.096263046	07/12/2018	14:34:18.096	0.558475	1-1-f	parm file = FW2O_p25.mat
3522	Spectrogram 	02	02	94780.368263	94784.831743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	280.368263046	07/12/2018	14:34:40.368	0.501076	1-1-f	parm file = FW2O_p25.mat
3523	Spectrogram 	01	01	94787.536263	94791.999743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	287.536263046	07/12/2018	14:34:47.536	0.569019	1-1-f	parm file = FW2O_p25.mat
3524	Spectrogram 	02	02	94791.888263	94796.351743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	291.888263046	07/12/2018	14:34:51.888	0.562897	1-1-f	parm file = FW2O_p25.mat
3525	Spectrogram 	03	03	94800.787149	94804.844859	13	34	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	300.787148529	07/12/2018	14:35:00.787	0.540964	1-2-f	parm file = FW2O_p25.mat
3526	Spectrogram 	02	02	94802.120263	94806.583743	8	38	07/12/2018	14	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_143000Z.aif	86896MD01_016K_M04_multi_20180712_143000Z.aif	302.120263046	07/12/2018	14:35:02.120	0.511827	1-1-f	parm file = FW2O_p25.mat
