Selection	View	Channel	SID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes
1	Spectrogram 	04	04	1032.107142	1036.164852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	132.107141823	07/11/2018	12:32:12.107	0.532789	1-2-f	parm file = FW2O_p25.mat
2	Spectrogram 	04	04	1062.819142	1066.876852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	162.819141823	07/11/2018	12:32:42.819	0.514196	1-2-f	parm file = FW2O_p25.mat
3	Spectrogram 	04	04	1090.979142	1095.036852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	190.979141823	07/11/2018	12:33:10.979	0.550048	1-2-f	parm file = FW2O_p25.mat
4	Spectrogram 	04	04	1161.771971	1167.588021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	261.771971399	07/11/2018	12:34:21.772	0.557014	1-4-f	parm file = FW2O_p25.mat
5	Spectrogram 	04	04	1177.131971	1182.948021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	277.131971399	07/11/2018	12:34:37.132	0.512933	1-4-f	parm file = FW2O_p25.mat
6	Spectrogram 	04	04	1228.579971	1234.396021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	328.579971399	07/11/2018	12:35:28.580	0.514904	1-4-f	parm file = FW2O_p25.mat
7	Spectrogram 	04	04	1241.891971	1247.708021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	341.891971399	07/11/2018	12:35:41.892	0.535854	1-4-f	parm file = FW2O_p25.mat
8	Spectrogram 	04	04	1252.899971	1258.716021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	352.899971399	07/11/2018	12:35:52.900	0.703309	1-4-f	parm file = FW2O_p25.mat
9	Spectrogram 	04	04	1266.467971	1272.284021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	366.467971399	07/11/2018	12:36:06.468	0.620385	1-4-f	parm file = FW2O_p25.mat
10	Spectrogram 	04	04	1285.915971	1291.732021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	385.915971399	07/11/2018	12:36:25.916	0.572487	1-4-f	parm file = FW2O_p25.mat
11	Spectrogram 	04	04	1312.395142	1316.452852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	412.395141823	07/11/2018	12:36:52.395	0.598128	1-2-f	parm file = FW2O_p25.mat
12	Spectrogram 	04	04	1366.291971	1372.108021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	466.291971399	07/11/2018	12:37:46.292	0.752240	1-4-f	parm file = FW2O_p25.mat
13	Spectrogram 	04	04	1388.819971	1394.636021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	488.819971399	07/11/2018	12:38:08.820	0.507471	1-4-f	parm file = FW2O_p25.mat
14	Spectrogram 	04	04	1399.827971	1405.644021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	499.827971399	07/11/2018	12:38:19.828	0.720451	1-4-f	parm file = FW2O_p25.mat
15	Spectrogram 	01	01	1449.483971	1455.300021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	549.483971399	07/11/2018	12:39:09.484	0.514208	1-4-f	parm file = FW2O_p25.mat
16	Spectrogram 	04	04	1467.003142	1471.060852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	567.003141823	07/11/2018	12:39:27.003	0.672869	1-2-f	parm file = FW2O_p25.mat
17	Spectrogram 	01	01	1675.763971	1681.580021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	775.763971399	07/11/2018	12:42:55.764	0.540119	1-4-f	parm file = FW2O_p25.mat
18	Spectrogram 	01	01	1683.352256	1687.815736	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	783.352256341	07/11/2018	12:43:03.352	0.685679	1-1-f	parm file = FW2O_p25.mat
19	Spectrogram 	01	01	1689.752256	1694.215736	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	789.752256341	07/11/2018	12:43:09.752	0.525377	1-1-f	parm file = FW2O_p25.mat
20	Spectrogram 	01	01	1707.363142	1711.420852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	807.363141823	07/11/2018	12:43:27.363	0.500600	1-2-f	parm file = FW2O_p25.mat
21	Spectrogram 	04	04	1730.795971	1736.612021	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	830.795971399	07/11/2018	12:43:50.796	0.581191	1-4-f	parm file = FW2O_p25.mat
22	Spectrogram 	01	01	1732.240256	1736.703736	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	832.240256341	07/11/2018	12:43:52.240	0.554150	1-1-f	parm file = FW2O_p25.mat
23	Spectrogram 	02	02	1741.403142	1745.460852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	841.403141823	07/11/2018	12:44:01.403	0.512561	1-2-f	parm file = FW2O_p25.mat
24	Spectrogram 	02	02	1751.899142	1755.956852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	851.899141823	07/11/2018	12:44:11.899	0.509451	1-2-f	parm file = FW2O_p25.mat
25	Spectrogram 	02	02	1775.963142	1780.020852	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	875.963141823	07/11/2018	12:44:35.963	0.522549	1-2-f	parm file = FW2O_p25.mat
26	Spectrogram 	02	02	1845.475975	1851.292025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	45.475974752	07/11/2018	12:45:45.476	0.506274	1-4-f	parm file = FW2O_p25.mat
27	Spectrogram 	02	02	1880.139145	1884.196855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	80.139145176	07/11/2018	12:46:20.139	0.665957	1-2-f	parm file = FW2O_p25.mat
28	Spectrogram 	02	02	1891.803975	1897.620025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	91.803974752	07/11/2018	12:46:31.804	0.601592	1-4-f	parm file = FW2O_p25.mat
29	Spectrogram 	04	04	1920.843145	1924.900855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	120.843145176	07/11/2018	12:47:00.843	0.556056	1-2-f	parm file = FW2O_p25.mat
30	Spectrogram 	04	04	1929.035145	1933.092855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	129.035145176	07/11/2018	12:47:09.035	0.521729	1-2-f	parm file = FW2O_p25.mat
31	Spectrogram 	04	04	1958.211145	1962.268855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	158.211145176	07/11/2018	12:47:38.211	0.513342	1-2-f	parm file = FW2O_p25.mat
32	Spectrogram 	02	02	2119.475145	2123.532855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	319.475145176	07/11/2018	12:50:19.475	0.547056	1-2-f	parm file = FW2O_p25.mat
33	Spectrogram 	03	03	2144.051145	2148.108855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	344.051145176	07/11/2018	12:50:44.051	0.524119	1-2-f	parm file = FW2O_p25.mat
34	Spectrogram 	01	01	2161.512260	2165.975740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	361.512259693	07/11/2018	12:51:01.512	0.619046	1-1-f	parm file = FW2O_p25.mat
35	Spectrogram 	03	03	2279.971145	2284.028855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	479.971145176	07/11/2018	12:52:59.971	0.507190	1-2-f	parm file = FW2O_p25.mat
36	Spectrogram 	01	01	2329.936260	2334.399740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	529.936259693	07/11/2018	12:53:49.936	0.568303	1-1-f	parm file = FW2O_p25.mat
37	Spectrogram 	03	03	2334.891975	2340.708025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	534.891974752	07/11/2018	12:53:54.892	0.630557	1-4-f	parm file = FW2O_p25.mat
38	Spectrogram 	03	03	2342.827975	2348.644025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	542.827974752	07/11/2018	12:54:02.828	0.560847	1-4-f	parm file = FW2O_p25.mat
39	Spectrogram 	01	01	2378.576260	2383.039740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	578.576259693	07/11/2018	12:54:38.576	0.532844	1-1-f	parm file = FW2O_p25.mat
40	Spectrogram 	01	01	2389.840260	2394.303740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	589.840259693	07/11/2018	12:54:49.840	0.713196	1-1-f	parm file = FW2O_p25.mat
41	Spectrogram 	03	03	2392.235975	2398.052025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	592.235974752	07/11/2018	12:54:52.236	0.522250	1-4-f	parm file = FW2O_p25.mat
42	Spectrogram 	03	03	2405.283975	2411.100025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	605.283974752	07/11/2018	12:55:05.284	0.524134	1-4-f	parm file = FW2O_p25.mat
43	Spectrogram 	01	01	2406.984260	2411.447740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	606.984259693	07/11/2018	12:55:06.984	0.599916	1-1-f	parm file = FW2O_p25.mat
44	Spectrogram 	03	03	2436.003975	2441.820025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	636.003974752	07/11/2018	12:55:36.004	0.508979	1-4-f	parm file = FW2O_p25.mat
45	Spectrogram 	01	01	2442.659975	2448.476025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	642.659974752	07/11/2018	12:55:42.660	0.602934	1-4-f	parm file = FW2O_p25.mat
46	Spectrogram 	03	03	2453.155975	2458.972025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	653.155974752	07/11/2018	12:55:53.156	0.659094	1-4-f	parm file = FW2O_p25.mat
47	Spectrogram 	01	01	2461.603975	2467.420025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	661.603974752	07/11/2018	12:56:01.604	0.516751	1-4-f	parm file = FW2O_p25.mat
48	Spectrogram 	01	01	2481.419145	2485.476855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	681.419145176	07/11/2018	12:56:21.419	0.583366	1-2-f	parm file = FW2O_p25.mat
49	Spectrogram 	03	03	2483.355975	2489.172025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	683.355974752	07/11/2018	12:56:23.356	0.644407	1-4-f	parm file = FW2O_p25.mat
50	Spectrogram 	03	03	2517.771145	2521.828855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	717.771145176	07/11/2018	12:56:57.771	0.503687	1-2-f	parm file = FW2O_p25.mat
51	Spectrogram 	01	01	2576.275975	2582.092025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	776.275974752	07/11/2018	12:57:56.276	0.540930	1-4-f	parm file = FW2O_p25.mat
52	Spectrogram 	03	03	2597.523975	2603.340025	13	29	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	797.523974752	07/11/2018	12:58:17.524	0.663614	1-4-f	parm file = FW2O_p25.mat
53	Spectrogram 	01	01	2598.968260	2603.431740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	798.968259693	07/11/2018	12:58:18.968	0.544026	1-1-f	parm file = FW2O_p25.mat
54	Spectrogram 	02	02	2653.744260	2658.207740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	853.744259693	07/11/2018	12:59:13.744	0.616991	1-1-f	parm file = FW2O_p25.mat
55	Spectrogram 	02	02	2678.779145	2682.836855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	878.779145176	07/11/2018	12:59:38.779	0.536817	1-2-f	parm file = FW2O_p25.mat
56	Spectrogram 	02	02	2684.923145	2688.980855	13	34	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	884.923145176	07/11/2018	12:59:44.923	0.531308	1-2-f	parm file = FW2O_p25.mat
57	Spectrogram 	01	01	2685.232260	2689.695740	8	38	07/11/2018	12	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	885.232259693	07/11/2018	12:59:45.232	0.507022	1-1-f	parm file = FW2O_p25.mat
58	Spectrogram 	02	02	2719.272263	2723.735743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	19.272263046	07/11/2018	13:00:19.272	0.700213	1-1-f	parm file = FW2O_p25.mat
59	Spectrogram 	03	03	2719.272263	2723.735743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	19.272263046	07/11/2018	13:00:19.272	0.709680	1-1-f	parm file = FW2O_p25.mat
60	Spectrogram 	03	03	2728.835978	2734.652028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	28.835978105	07/11/2018	13:00:28.836	0.530322	1-4-f	parm file = FW2O_p25.mat
61	Spectrogram 	03	03	2786.027149	2790.084859	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	86.027148529	07/11/2018	13:01:26.027	0.624520	1-2-f	parm file = FW2O_p25.mat
62	Spectrogram 	03	03	3015.432263	3019.895743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	315.432263046	07/11/2018	13:05:15.432	0.652084	1-1-f	parm file = FW2O_p25.mat
63	Spectrogram 	03	03	3054.291149	3058.348859	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	354.291148529	07/11/2018	13:05:54.291	0.556951	1-2-f	parm file = FW2O_p25.mat
64	Spectrogram 	03	03	3064.419978	3070.236028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	364.419978105	07/11/2018	13:06:04.420	0.557776	1-4-f	parm file = FW2O_p25.mat
65	Spectrogram 	03	03	3086.427978	3092.244028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	386.427978105	07/11/2018	13:06:26.428	0.502358	1-4-f	parm file = FW2O_p25.mat
