Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	SID	Date Check	Time Check	Score	Tags	Notes	Tag	Verification 2
2522	Spectrogram 1	3	751260.613503000	751269.997503000	40.000	400.000	2018/7/20	4	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180720\86896MD01_016K_M04_multi_20180720_044500Z.aif	86896MD01_016K_M04_multi_20180720_044500Z.aif	660.6135	03	07/20/2018	04:56:00.614	0.781458	ASR_MinkeWhale	na		rejected event
1	Spectrogram 1	4	3370.507503000	3381.727503000	40.000	400.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	670.5075	04	07/11/2018	13:11:10.508	0.967433	ASR_MinkeWhale	na		
2	Spectrogram 1	2	9961.072500000	9983.563500000	40.000	400.000	2018/7/11	15	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_150000Z.aif	86896MD01_016K_M04_multi_20180711_150000Z.aif	61.0725	02	07/11/2018	15:01:01.073	0.966903	ASR_MinkeWhale	na		
3	Spectrogram 1	4	37644.328500000	37674.469500000	40.000	400.000	2018/7/11	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_223000Z.aif	86896MD01_016K_M04_multi_20180711_223000Z.aif	744.3285	04	07/11/2018	22:42:24.329	0.691900	ASR_MinkeWhale	na		
4	Spectrogram 1	3	38711.884497000	38722.339497000	40.000	400.000	2018/7/11	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_230000Z.aif	86896MD01_016K_M04_multi_20180711_230000Z.aif	11.8845	03	07/11/2018	23:00:11.884	0.184415	ASR_MinkeWhale	na		
5	Spectrogram 1	3	38738.710497000	38752.684497000	40.000	400.000	2018/7/11	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_230000Z.aif	86896MD01_016K_M04_multi_20180711_230000Z.aif	38.7105	03	07/11/2018	23:00:38.710	0.184415	ASR_MinkeWhale	na		
6	Spectrogram 1	2	42907.141500000	42927.898500000	40.000	400.000	2018/7/12	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_000000Z.aif	86896MD01_016K_M04_multi_20180712_000000Z.aif	607.1415	02	07/12/2018	00:10:07.141	0.831527	ASR_MinkeWhale	na		
7	Spectrogram 1	3	45840.715500000	45854.332500000	40.000	400.000	2018/7/12	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_004500Z.aif	86896MD01_016K_M04_multi_20180712_004500Z.aif	840.7155	03	07/12/2018	00:59:00.715	0.891251	ASR_MinkeWhale	na		
8	Spectrogram 1	3	45876.109500000	45899.671500000	40.000	400.000	2018/7/12	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_004500Z.aif	86896MD01_016K_M04_multi_20180712_004500Z.aif	876.1095	03	07/12/2018	00:59:36.110	0.891251	ASR_MinkeWhale	na		
9	Spectrogram 1	4	45902.194503000	45915.658503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	2.1945	04	07/12/2018	01:00:02.195	0.923612	ASR_MinkeWhale	na		
10	Spectrogram 1	1	45961.429503000	45976.933503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	61.4295	01	07/12/2018	01:01:01.429	0.989471	ASR_MinkeWhale	na		
11	Spectrogram 1	1	45983.563503000	46016.917503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	83.5635	01	07/12/2018	01:01:23.564	0.989471	ASR_MinkeWhale	na		
12	Spectrogram 1	4	46092.292503000	46139.671503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	192.2925	04	07/12/2018	01:03:12.292	0.895069	ASR_MinkeWhale	na		
13	Spectrogram 1	2	46120.087503000	46135.132503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	220.0875	02	07/12/2018	01:03:40.087	0.941285	ASR_MinkeWhale	na		
14	Spectrogram 1	1	46126.870503000	46139.569503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	226.8705	01	07/12/2018	01:03:46.871	0.989861	ASR_MinkeWhale	na		
15	Spectrogram 1	2	46751.986503000	46775.038503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	851.9865	02	07/12/2018	01:14:11.987	0.931379	ASR_MinkeWhale	na		
16	Spectrogram 1	2	46779.883503000	46795.540503000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_010000Z.aif	86896MD01_016K_M04_multi_20180712_010000Z.aif	879.8835	02	07/12/2018	01:14:39.883	0.931379	ASR_MinkeWhale	na		
17	Spectrogram 1	4	46814.995497000	46827.541497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	14.9955	04	07/12/2018	01:15:14.995	0.962845	ASR_MinkeWhale	na		
18	Spectrogram 1	4	46848.400497000	46859.569497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	48.4005	04	07/12/2018	01:15:48.400	0.962845	ASR_MinkeWhale	na		
19	Spectrogram 1	4	46860.766497000	46882.186497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	60.7665	04	07/12/2018	01:16:00.767	0.784712	ASR_MinkeWhale	na		
20	Spectrogram 1	2	46860.970497000	46870.456497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	60.9705	02	07/12/2018	01:16:00.971	0.868418	ASR_MinkeWhale	na		
21	Spectrogram 1	1	46861.582497000	46878.820497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	61.5825	01	07/12/2018	01:16:01.582	0.967813	ASR_MinkeWhale	na		
22	Spectrogram 1	1	47028.859497000	47039.569497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	228.8595	01	07/12/2018	01:18:48.860	0.982048	ASR_MinkeWhale	na		
23	Spectrogram 1	3	47052.496497000	47064.787497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	252.4965	03	07/12/2018	01:19:12.497	0.993835	ASR_MinkeWhale	na		
24	Spectrogram 1	3	47133.712497000	47158.192497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	333.7125	03	07/12/2018	01:20:33.712	0.901340	ASR_MinkeWhale	na		
25	Spectrogram 1	1	47133.763497000	47156.917497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	333.7635	01	07/12/2018	01:20:33.764	0.995841	ASR_MinkeWhale	na		
26	Spectrogram 1	2	47135.446497000	47157.172497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	335.4465	02	07/12/2018	01:20:35.447	0.583510	ASR_MinkeWhale	na		
27	Spectrogram 1	4	47138.506497000	47154.673497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	338.5065	04	07/12/2018	01:20:38.506	0.973071	ASR_MinkeWhale	na		
28	Spectrogram 1	2	47286.886497000	47308.714497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	486.8865	02	07/12/2018	01:23:06.886	0.261866	ASR_MinkeWhale	na		
29	Spectrogram 1	4	47405.968497000	47425.501497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	605.9685	04	07/12/2018	01:25:05.969	0.836537	ASR_MinkeWhale	na		
30	Spectrogram 1	3	47406.019497000	47432.590497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	606.0195	03	07/12/2018	01:25:06.019	0.931024	ASR_MinkeWhale	na		
31	Spectrogram 1	2	47461.072497000	47472.445497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	661.0725	02	07/12/2018	01:26:01.072	0.903065	ASR_MinkeWhale	na		
32	Spectrogram 1	2	47476.117497000	47492.233497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	676.1175	02	07/12/2018	01:26:16.117	0.903065	ASR_MinkeWhale	na		
33	Spectrogram 1	2	47495.701497000	47509.471497000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_011500Z.aif	86896MD01_016K_M04_multi_20180712_011500Z.aif	695.7015	02	07/12/2018	01:26:35.702	0.903065	ASR_MinkeWhale	na		
34	Spectrogram 1	1	47700.868500000	47733.100500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	0.8685	01	07/12/2018	01:30:00.869	0.524097	ASR_MinkeWhale	na		
35	Spectrogram 1	1	47979.322500000	47996.152500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	279.3225	01	07/12/2018	01:34:39.323	0.992632	ASR_MinkeWhale	na		
36	Spectrogram 1	2	47981.617500000	47997.733500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	281.6175	02	07/12/2018	01:34:41.618	0.935464	ASR_MinkeWhale	na		
37	Spectrogram 1	4	48095.956500000	48119.722500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	395.9565	04	07/12/2018	01:36:35.957	0.867571	ASR_MinkeWhale	na		
38	Spectrogram 1	2	48102.535500000	48119.620500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	402.5355	02	07/12/2018	01:36:42.535	0.493147	ASR_MinkeWhale	na		
39	Spectrogram 1	1	48121.429500000	48134.638500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	421.4295	01	07/12/2018	01:37:01.429	0.881356	ASR_MinkeWhale	na		
40	Spectrogram 1	1	48137.545500000	48152.896500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	437.5455	01	07/12/2018	01:37:17.546	0.881356	ASR_MinkeWhale	na		
41	Spectrogram 1	3	48181.582500000	48202.696500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	481.5825	03	07/12/2018	01:38:01.583	0.411493	ASR_MinkeWhale	na		
42	Spectrogram 1	1	48369.130500000	48391.468500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	669.1305	01	07/12/2018	01:41:09.130	0.973491	ASR_MinkeWhale	na		
43	Spectrogram 1	1	48394.630500000	48414.112500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	694.6305	01	07/12/2018	01:41:34.631	0.973491	ASR_MinkeWhale	na		
44	Spectrogram 1	4	48498.004500000	48512.539500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	798.0045	04	07/12/2018	01:43:18.005	0.929544	ASR_MinkeWhale	na		
45	Spectrogram 1	2	48541.072500000	48551.833500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	841.0725	02	07/12/2018	01:44:01.073	0.829128	ASR_MinkeWhale	na		
46	Spectrogram 1	2	48554.638500000	48566.776500000	40.000	400.000	2018/7/12	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_013000Z.aif	86896MD01_016K_M04_multi_20180712_013000Z.aif	854.6385	02	07/12/2018	01:44:14.639	0.829128	ASR_MinkeWhale	na		
47	Spectrogram 1	4	52290.091497000	52319.671497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	90.0915	04	07/12/2018	02:46:30.091	0.894527	ASR_MinkeWhale	na		
48	Spectrogram 1	3	52380.613497000	52403.155497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	180.6135	03	07/12/2018	02:48:00.613	0.905392	ASR_MinkeWhale	na		
49	Spectrogram 1	4	52381.123497000	52411.009497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	181.1235	04	07/12/2018	02:48:01.124	0.956871	ASR_MinkeWhale	na		
50	Spectrogram 1	1	52381.174497000	52407.337497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	181.1745	01	07/12/2018	02:48:01.174	0.983775	ASR_MinkeWhale	na		
51	Spectrogram 1	1	52533.763497000	52559.620497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	333.7635	01	07/12/2018	02:50:33.764	0.920638	ASR_MinkeWhale	na		
52	Spectrogram 1	4	52536.619497000	52559.620497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	336.6195	04	07/12/2018	02:50:36.620	0.975159	ASR_MinkeWhale	na		
53	Spectrogram 1	2	52561.225497000	52582.135497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	361.2255	02	07/12/2018	02:51:01.226	0.804063	ASR_MinkeWhale	na		
54	Spectrogram 1	1	52620.562497000	52647.184497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	420.5625	01	07/12/2018	02:52:00.562	0.773855	ASR_MinkeWhale	na		
55	Spectrogram 1	4	52620.664497000	52634.434497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	420.6645	04	07/12/2018	02:52:00.664	0.979833	ASR_MinkeWhale	na		
56	Spectrogram 1	3	52633.006497000	52648.051497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	433.0065	03	07/12/2018	02:52:13.006	0.954122	ASR_MinkeWhale	na		
57	Spectrogram 1	2	52749.283497000	52781.719497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	549.2835	02	07/12/2018	02:54:09.283	0.932676	ASR_MinkeWhale	na		
58	Spectrogram 1	4	52863.673497000	52876.576497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	663.6735	04	07/12/2018	02:56:03.674	0.634576	ASR_MinkeWhale	na		
59	Spectrogram 1	4	52881.268497000	52894.375497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	681.2685	04	07/12/2018	02:56:21.268	0.634576	ASR_MinkeWhale	na		
60	Spectrogram 1	3	52921.327497000	52936.321497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	721.3275	03	07/12/2018	02:57:01.328	0.984197	ASR_MinkeWhale	na		
61	Spectrogram 1	4	52924.948497000	52943.716497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	724.9485	04	07/12/2018	02:57:04.948	0.986837	ASR_MinkeWhale	na		
62	Spectrogram 1	3	52939.585497000	52951.417497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	739.5855	03	07/12/2018	02:57:19.586	0.984197	ASR_MinkeWhale	na		
63	Spectrogram 1	4	52948.459497000	52971.970497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	748.4595	04	07/12/2018	02:57:28.460	0.986837	ASR_MinkeWhale	na		
64	Spectrogram 1	3	52954.120497000	52978.243497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	754.1205	03	07/12/2018	02:57:34.120	0.984197	ASR_MinkeWhale	na		
65	Spectrogram 1	1	52981.531497000	52996.933497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	781.5315	01	07/12/2018	02:58:01.532	0.988920	ASR_MinkeWhale	na		
66	Spectrogram 1	2	52991.782497000	53031.307497000	40.000	400.000	2018/7/12	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180712\86896MD01_016K_M04_multi_20180712_024500Z.aif	86896MD01_016K_M04_multi_20180712_024500Z.aif	791.7825	02	07/12/2018	02:58:11.783	0.981159	ASR_MinkeWhale	na		
