Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	SID	Date Check	Time Check	Score	Tags	Notes	Tag	Verification 2
774	Spectrogram 1	3	240426.988503000	240479.722503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	126.9885	03	07/14/2018	07:02:06.988	0.155516	ASR_MinkeWhale	na		
775	Spectrogram 1	4	240430.252503000	240443.359503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	130.2525	04	07/14/2018	07:02:10.252	0.330715	ASR_MinkeWhale	na		
776	Spectrogram 1	4	240450.499503000	240461.515503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	150.4995	04	07/14/2018	07:02:30.500	0.330715	ASR_MinkeWhale	na		
777	Spectrogram 1	1	240540.970503000	240556.321503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	240.9705	01	07/14/2018	07:04:00.970	0.150028	ASR_MinkeWhale	na		
778	Spectrogram 1	4	240558.361503000	240574.579503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	258.3615	04	07/14/2018	07:04:18.362	0.636318	ASR_MinkeWhale	na		
779	Spectrogram 1	1	240560.350503000	240573.100503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	260.3505	01	07/14/2018	07:04:20.350	0.150028	ASR_MinkeWhale	na		
780	Spectrogram 1	1	240575.854503000	240593.245503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	275.8545	01	07/14/2018	07:04:35.854	0.150028	ASR_MinkeWhale	na		
781	Spectrogram 1	4	240577.843503000	240599.314503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	277.8435	04	07/14/2018	07:04:37.844	0.636318	ASR_MinkeWhale	na		
782	Spectrogram 1	1	240617.494503000	240633.865503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	317.4945	01	07/14/2018	07:05:17.495	0.288255	ASR_MinkeWhale	na		
783	Spectrogram 1	1	240907.855503000	240919.126503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	607.8555	01	07/14/2018	07:10:07.856	0.502865	ASR_MinkeWhale	na		
784	Spectrogram 1	1	240924.430503000	240940.546503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	624.4305	01	07/14/2018	07:10:24.430	0.502865	ASR_MinkeWhale	na		
785	Spectrogram 1	4	241030.813503000	241044.430503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	730.8135	04	07/14/2018	07:12:10.814	0.700451	ASR_MinkeWhale	na		
786	Spectrogram 1	4	241168.867503000	241179.832503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_070000Z.aif	86896MD01_016K_M04_multi_20180714_070000Z.aif	868.8675	04	07/14/2018	07:14:28.868	0.943034	ASR_MinkeWhale	na		
787	Spectrogram 1	2	241224.175497000	241237.945497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	24.1755	02	07/14/2018	07:15:24.176	0.749770	ASR_MinkeWhale	na		
788	Spectrogram 1	2	241440.562497000	241458.820497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	240.5625	02	07/14/2018	07:19:00.562	0.778755	ASR_MinkeWhale	na		
789	Spectrogram 1	2	241480.036497000	241499.518497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	280.0365	02	07/14/2018	07:19:40.037	0.778755	ASR_MinkeWhale	na		
790	Spectrogram 1	2	241518.055497000	241526.419497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	318.0555	02	07/14/2018	07:20:18.056	0.610961	ASR_MinkeWhale	na		
791	Spectrogram 1	2	241535.854497000	241550.695497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	335.8545	02	07/14/2018	07:20:35.854	0.610961	ASR_MinkeWhale	na		
792	Spectrogram 1	2	241811.731497000	241845.340497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	611.7315	02	07/14/2018	07:25:11.731	0.986562	ASR_MinkeWhale	na		
793	Spectrogram 1	2	241928.875497000	241944.583497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	728.8755	02	07/14/2018	07:27:08.876	0.314916	ASR_MinkeWhale	na		
794	Spectrogram 1	2	242074.426497000	242091.970497000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_071500Z.aif	86896MD01_016K_M04_multi_20180714_071500Z.aif	874.4265	02	07/14/2018	07:29:34.427	0.115763	ASR_MinkeWhale	na		
795	Spectrogram 1	1	242131.774500000	242142.382500000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_073000Z.aif	86896MD01_016K_M04_multi_20180714_073000Z.aif	31.7745	01	07/14/2018	07:30:31.775	0.651895	ASR_MinkeWhale	na		
796	Spectrogram 1	4	242412.955500000	242422.849500000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_073000Z.aif	86896MD01_016K_M04_multi_20180714_073000Z.aif	312.9555	04	07/14/2018	07:35:12.956	0.960148	ASR_MinkeWhale	na		
797	Spectrogram 1	4	242449.573500000	242458.549500000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_073000Z.aif	86896MD01_016K_M04_multi_20180714_073000Z.aif	349.5735	04	07/14/2018	07:35:49.574	0.960148	ASR_MinkeWhale	na		
798	Spectrogram 1	1	243003.571503000	243011.374503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_074500Z.aif	86896MD01_016K_M04_multi_20180714_074500Z.aif	3.5715	01	07/14/2018	07:45:03.572	0.751377	ASR_MinkeWhale	na		
799	Spectrogram 1	2	243561.523503000	243570.193503000	40.000	400.000	2018/7/14	7	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_074500Z.aif	86896MD01_016K_M04_multi_20180714_074500Z.aif	561.5235	02	07/14/2018	07:54:21.524	0.889279	ASR_MinkeWhale	na		
800	Spectrogram 1	1	243920.809497000	243926.878497000	40.000	400.000	2018/7/14	8	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_080000Z.aif	86896MD01_016K_M04_multi_20180714_080000Z.aif	20.8095	01	07/14/2018	08:00:20.809	0.313634	ASR_MinkeWhale	na		
801	Spectrogram 1	1	244026.886497000	244035.046497000	40.000	400.000	2018/7/14	8	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_080000Z.aif	86896MD01_016K_M04_multi_20180714_080000Z.aif	126.8865	01	07/14/2018	08:02:06.887	0.797992	ASR_MinkeWhale	na		
802	Spectrogram 1	2	244994.026500000	245009.020500000	40.000	400.000	2018/7/14	8	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_081500Z.aif	86896MD01_016K_M04_multi_20180714_081500Z.aif	194.0265	02	07/14/2018	08:18:14.026	0.978951	ASR_MinkeWhale	na		
803	Spectrogram 1	1	257463.214497000	257518.957497000	40.000	400.000	2018/7/14	11	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_114500Z.aif	86896MD01_016K_M04_multi_20180714_114500Z.aif	63.2145	01	07/14/2018	11:46:03.214	0.641743	ASR_MinkeWhale	na		
804	Spectrogram 1	3	258509.683500000	258525.034500000	40.000	400.000	2018/7/14	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_120000Z.aif	86896MD01_016K_M04_multi_20180714_120000Z.aif	209.6835	03	07/14/2018	12:03:29.684	0.830388	ASR_MinkeWhale	na		
805	Spectrogram 1	3	262713.712503000	262739.365503000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_130000Z.aif	86896MD01_016K_M04_multi_20180714_130000Z.aif	813.7125	03	07/14/2018	13:13:33.713	0.385391	ASR_MinkeWhale	na		
806	Spectrogram 1	4	262937.188497000	262950.754497000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_131500Z.aif	86896MD01_016K_M04_multi_20180714_131500Z.aif	137.1885	04	07/14/2018	13:17:17.188	0.196250	ASR_MinkeWhale	na		
807	Spectrogram 1	3	263140.699497000	263159.722497000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_131500Z.aif	86896MD01_016K_M04_multi_20180714_131500Z.aif	340.6995	03	07/14/2018	13:20:40.700	0.123034	ASR_MinkeWhale	na		
808	Spectrogram 1	2	263532.496497000	263562.535497000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_131500Z.aif	86896MD01_016K_M04_multi_20180714_131500Z.aif	732.4965	02	07/14/2018	13:27:12.497	0.661924	ASR_MinkeWhale	na		
809	Spectrogram 1	2	263565.850497000	263579.416497000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_131500Z.aif	86896MD01_016K_M04_multi_20180714_131500Z.aif	765.8505	02	07/14/2018	13:27:45.850	0.661924	ASR_MinkeWhale	na		
810	Spectrogram 1	2	263700.868500000	263727.235500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	0.8685	02	07/14/2018	13:30:00.869	0.192969	ASR_MinkeWhale	na		
811	Spectrogram 1	2	263734.018500000	263750.083500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	34.0185	02	07/14/2018	13:30:34.019	0.192969	ASR_MinkeWhale	na		
812	Spectrogram 1	2	264099.628500000	264119.722500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	399.6285	02	07/14/2018	13:36:39.629	0.234340	ASR_MinkeWhale	na		
813	Spectrogram 1	1	264183.061500000	264202.900500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	483.0615	01	07/14/2018	13:38:03.062	0.148075	ASR_MinkeWhale	na		
814	Spectrogram 1	1	264214.273500000	264237.886500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	514.2735	01	07/14/2018	13:38:34.274	0.148075	ASR_MinkeWhale	na		
815	Spectrogram 1	2	264225.799500000	264239.620500000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_133000Z.aif	86896MD01_016K_M04_multi_20180714_133000Z.aif	525.7995	02	07/14/2018	13:38:45.800	0.151528	ASR_MinkeWhale	na		
816	Spectrogram 1	3	264611.680503000	264626.572503000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_134500Z.aif	86896MD01_016K_M04_multi_20180714_134500Z.aif	11.6805	03	07/14/2018	13:45:11.681	0.135530	ASR_MinkeWhale	na		
817	Spectrogram 1	4	264691.672503000	264719.518503000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_134500Z.aif	86896MD01_016K_M04_multi_20180714_134500Z.aif	91.6725	04	07/14/2018	13:46:31.673	0.487392	ASR_MinkeWhale	na		
818	Spectrogram 1	4	264865.399503000	264886.462503000	40.000	400.000	2018/7/14	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_134500Z.aif	86896MD01_016K_M04_multi_20180714_134500Z.aif	265.3995	04	07/14/2018	13:49:25.400	0.202664	ASR_MinkeWhale	na		
819	Spectrogram 1	4	268112.488503000	268125.493503000	40.000	400.000	2018/7/14	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_143000Z.aif	86896MD01_016K_M04_multi_20180714_143000Z.aif	812.4885	04	07/14/2018	14:43:32.488	0.151208	ASR_MinkeWhale	na		
820	Spectrogram 1	4	272126.776500000	272150.389500000	40.000	400.000	2018/7/14	15	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_154500Z.aif	86896MD01_016K_M04_multi_20180714_154500Z.aif	326.7765	04	07/14/2018	15:50:26.777	0.821857	ASR_MinkeWhale	na		
821	Spectrogram 1	2	272536.219500000	272553.304500000	40.000	400.000	2018/7/14	15	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_154500Z.aif	86896MD01_016K_M04_multi_20180714_154500Z.aif	736.2195	02	07/14/2018	15:57:16.220	0.127008	ASR_MinkeWhale	na		
822	Spectrogram 1	2	272798.047503000	272812.684503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	98.0475	02	07/14/2018	16:01:38.048	0.144264	ASR_MinkeWhale	na		
823	Spectrogram 1	3	272941.021503000	272951.119503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	241.0215	03	07/14/2018	16:04:01.022	0.157454	ASR_MinkeWhale	na		
824	Spectrogram 1	4	273070.252503000	273084.889503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	370.2525	04	07/14/2018	16:06:10.253	0.421411	ASR_MinkeWhale	na		
825	Spectrogram 1	4	273309.385503000	273359.722503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	609.3855	04	07/14/2018	16:10:09.385	0.625943	ASR_MinkeWhale	na		
826	Spectrogram 1	1	273315.199503000	273335.191503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	615.1995	01	07/14/2018	16:10:15.199	0.238582	ASR_MinkeWhale	na		
827	Spectrogram 1	2	273486.733503000	273504.940503000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_160000Z.aif	86896MD01_016K_M04_multi_20180714_160000Z.aif	786.7335	02	07/14/2018	16:13:06.733	0.108493	ASR_MinkeWhale	na		
828	Spectrogram 1	3	273616.780497000	273630.346497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	16.7805	03	07/14/2018	16:15:16.780	0.486365	ASR_MinkeWhale	na		
829	Spectrogram 1	4	273665.050497000	273708.502497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	65.0505	04	07/14/2018	16:16:05.050	0.433398	ASR_MinkeWhale	na		
830	Spectrogram 1	2	273873.253497000	273891.256497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	273.2535	02	07/14/2018	16:19:33.254	0.115478	ASR_MinkeWhale	na		
831	Spectrogram 1	2	273916.933497000	273927.235497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	316.9335	02	07/14/2018	16:20:16.933	0.147522	ASR_MinkeWhale	na		
832	Spectrogram 1	3	273923.155497000	273938.047497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	323.1555	03	07/14/2018	16:20:23.156	0.164329	ASR_MinkeWhale	na		
833	Spectrogram 1	2	273987.898497000	273996.874497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	387.8985	02	07/14/2018	16:21:27.899	0.108642	ASR_MinkeWhale	na		
834	Spectrogram 1	2	274006.564497000	274017.274497000	40.000	400.000	2018/7/14	16	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_161500Z.aif	86896MD01_016K_M04_multi_20180714_161500Z.aif	406.5645	02	07/14/2018	16:21:46.565	0.108642	ASR_MinkeWhale	na		
835	Spectrogram 1	4	284004.634503000	284021.005503000	40.000	400.000	2018/7/14	19	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_190000Z.aif	86896MD01_016K_M04_multi_20180714_190000Z.aif	504.6345	04	07/14/2018	19:08:24.634	0.469977	ASR_MinkeWhale	na		
836	Spectrogram 1	3	295522.288497000	295538.047497000	40.000	400.000	2018/7/14	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_221500Z.aif	86896MD01_016K_M04_multi_20180714_221500Z.aif	322.2885	03	07/14/2018	22:20:22.288	0.236449	ASR_MinkeWhale	na		
837	Spectrogram 1	3	296474.638500000	296490.295500000	40.000	400.000	2018/7/14	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_223000Z.aif	86896MD01_016K_M04_multi_20180714_223000Z.aif	374.6385	03	07/14/2018	22:36:14.639	0.165609	ASR_MinkeWhale	na		
838	Spectrogram 1	3	296504.116500000	296514.673500000	40.000	400.000	2018/7/14	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_223000Z.aif	86896MD01_016K_M04_multi_20180714_223000Z.aif	404.1165	03	07/14/2018	22:36:44.116	0.165609	ASR_MinkeWhale	na		
839	Spectrogram 1	3	296980.852500000	296999.416500000	40.000	400.000	2018/7/14	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_223000Z.aif	86896MD01_016K_M04_multi_20180714_223000Z.aif	880.8525	03	07/14/2018	22:44:40.853	0.887065	ASR_MinkeWhale	na		
840	Spectrogram 1	3	297003.163503000	297028.357503000	40.000	400.000	2018/7/14	22	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180714\86896MD01_016K_M04_multi_20180714_224500Z.aif	86896MD01_016K_M04_multi_20180714_224500Z.aif	3.1635	03	07/14/2018	22:45:03.163	0.664236	ASR_MinkeWhale	na		
