observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,freqLow,freqHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
86896MD01_016K_M04_multi_20180720_021500Z.aif_6624,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_021500Z.aif,,742343.515975,742349.332025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572109,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_023000Z.aif_6757,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_023000Z.aif,,742907.675978,742913.492028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534492,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_024500Z.aif_6987,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_024500Z.aif,,743752.643971,743758.460021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528249,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_030000Z.aif_7172,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_030000Z.aif,,744494.963975,744500.780025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.624024,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_030000Z.aif_7329,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_030000Z.aif,,745036.091975,745041.908025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572267,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7393,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745430.283978,745436.100028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.554103,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7396,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745437.707978,745443.524028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.597010,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7398,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745452.043978,745457.860028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.578328,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7466,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745955.027978,745960.844028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508008,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7518,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,746157.507971,746163.324021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505372,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7649,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,746982.251971,746988.068021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500313,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7806,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,747925.251978,747931.068028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506278,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7843,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,748143.083978,748148.900028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.647037,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7886,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,748364.499978,748370.316028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.579741,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7926,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,748562.627978,748568.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527541,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_041500Z.aif_7995,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_041500Z.aif,,749276.787971,749282.604021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515333,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_044500Z.aif_8049,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_044500Z.aif,,751077.299978,751083.116028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538818,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_130000Z.aif_8124,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_130000Z.aif,,781158.699978,781164.516028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.599503,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_173000Z.aif_8187,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_173000Z.aif,,796579.003978,796584.820028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.574475,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_033000Z.aif_8310,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_033000Z.aif,,832881.419142,832885.476852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.603778,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_153000Z.aif_8403,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_153000Z.aif,,875795.131971,875800.948021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.575332,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_160000Z.aif_8417,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_160000Z.aif,,878011.091978,878016.908028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508299,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_113000Z.aif_8806,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_113000Z.aif,,947910.067978,947915.884028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.676599,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_130000Z.aif_8987,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_130000Z.aif,,953193.851978,953199.668028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.661994,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_134500Z.aif_9028,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_134500Z.aif,,956657.163978,956662.980028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.533669,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_210000Z.aif_9174,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_210000Z.aif,,981925.763975,981931.580025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.557882,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_213000Z.aif_9266,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_213000Z.aif,,984559.979971,984565.796021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.626283,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_214500Z.aif_9283,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_214500Z.aif,,984851.643145,984855.700855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509083,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_220000Z.aif_9324,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_220000Z.aif,,985785.835978,985791.652028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.617999,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_221500Z.aif_9358,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_221500Z.aif,,986736.771971,986742.588021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.531882,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_004500Z.aif_9467,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_004500Z.aif,,995946.411975,995952.228025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564661,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_011500Z.aif_9530,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_011500Z.aif,,997972.435971,997978.252021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.502125,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_014500Z.aif_9571,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_014500Z.aif,,999214.328263,999218.791743,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501907,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_044500Z.aif_9777,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_044500Z.aif,,1010595.731978,1010601.548028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.520059,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_064500Z.aif_9817,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_064500Z.aif,,1017733.275975,1017739.092025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.561392,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_070000Z.aif_9834,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_070000Z.aif,,1018441.291978,1018447.108028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.628825,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_070000Z.aif_9845,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_070000Z.aif,,1018751.531978,1018757.348028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.522401,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_081500Z.aif_9885,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_081500Z.aif,,1022899.827975,1022905.644025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523202,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_161500Z.aif_10033,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_161500Z.aif,,1052002.899971,1052008.716021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.513304,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_000000Z.aif_10154,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_000000Z.aif,,1079363.163145,1079367.220855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510452,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_004500Z.aif_10161,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_004500Z.aif,,1082468.003975,1082473.820025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559480,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_013000Z.aif_10174,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_013000Z.aif,,1085087.371975,1085093.188025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602226,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_081500Z.aif_10331,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_081500Z.aif,,1109260.515145,1109264.572855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.512999,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_083000Z.aif_10338,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_083000Z.aif,,1109793.851978,1109799.668028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527388,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_114500Z.aif_10390,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_114500Z.aif,,1122076.187971,1122082.004021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509822,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_143000Z.aif_10473,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_143000Z.aif,,1131473.203978,1131479.020028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527614,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_164500Z.aif_10505,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_164500Z.aif,,1139783.867978,1139789.684028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501933,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_174500Z.aif_10532,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_174500Z.aif,,1143651.619971,1143657.436021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519850,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_034500Z.aif_10813,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_034500Z.aif,,1179244.107975,1179249.924025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.551495,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_041500Z.aif_10835,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_041500Z.aif,,1180913.307971,1180919.124021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.535980,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_051500Z.aif_10909,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_051500Z.aif,,1184497.435975,1184503.252025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.658404,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_083000Z.aif_11040,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_083000Z.aif,,1196378.667978,1196384.484028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506715,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_140000Z.aif_11168,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_140000Z.aif,,1216229.091971,1216234.908021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.649591,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_143000Z.aif_11221,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_143000Z.aif,,1218505.203978,1218511.020028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.652997,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_151500Z.aif_11262,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_151500Z.aif,,1220729.347978,1220735.164028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.514608,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_200000Z.aif_11440,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_200000Z.aif,,1237849.683142,1237853.740852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.560410,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_063000Z.aif_11657,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_063000Z.aif,,1275425.339971,1275431.156021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602063,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_063000Z.aif_11667,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_063000Z.aif,,1275838.219971,1275844.036021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.577892,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_070000Z.aif_11690,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_070000Z.aif,,1277503.067978,1277508.884028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.517318,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_111500Z.aif_11785,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_111500Z.aif,,1292955.115975,1292960.932025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518653,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_184500Z.aif_11881,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_184500Z.aif,,1319878.323975,1319884.140025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.576503,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_050000Z.aif_12098,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_050000Z.aif,,1357072.179971,1357077.996021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.570982,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_051500Z.aif_12118,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_051500Z.aif,,1357330.971975,1357336.788025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.594222,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_053000Z.aif_12134,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_053000Z.aif,,1358327.211978,1358333.028028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.586106,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_173000Z.aif_12275,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_173000Z.aif,,1401307.843978,1401313.660028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.514310,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_183000Z.aif_12357,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_183000Z.aif,,1405748.715971,1405754.532021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503275,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_190000Z.aif_12385,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_190000Z.aif,,1407272.267978,1407278.084028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.580002,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_191500Z.aif_12414,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_191500Z.aif,,1408251.363971,1408257.180021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.587359,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z.aif_12508,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,1419802.131975,1419807.948025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.554128,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_224500Z.aif_12574,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_224500Z.aif,,1420399.315978,1420405.132028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538341,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180728_044500Z.aif_12686,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180728_044500Z.aif,,1442290.611978,1442296.428028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.541006,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180729_101500Z.aif_12931,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180729_101500Z.aif,,1548327.555971,1548333.372021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505867,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180730_211500Z.aif_13107,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180730_211500Z.aif,,1674112.651149,1674116.708859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.529847,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_001500Z.aif_13146,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_001500Z.aif,,1685180.795978,1685186.612028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.568349,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_123000Z.aif_13237,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_123000Z.aif,,1729761.003971,1729766.820021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572347,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_171500Z.aif_13387,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_171500Z.aif,,1746364.931975,1746370.748025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.529690,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_173000Z.aif_13396,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_173000Z.aif,,1747700.083978,1747705.900028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.546972,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_174500Z.aif_13427,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_174500Z.aif,,1748636.683971,1748642.500021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547779,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_204500Z.aif_13579,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_204500Z.aif,,1758914.499971,1758920.316021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.525416,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_210000Z.aif_13739,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_210000Z.aif,,1760375.851975,1760381.668025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559077,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_211500Z.aif_13777,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_211500Z.aif,,1760900.595978,1760906.412028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.601216,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_090000Z.aif_14115,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_090000Z.aif,,1802980.827145,1802984.884855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.571739,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_114500Z.aif_14152,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_114500Z.aif,,1812901.187971,1812907.004021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559047,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_114500Z.aif_14195,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_114500Z.aif,,1813227.043971,1813232.860021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544113,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_120000Z.aif_14228,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_120000Z.aif,,1814127.555975,1814133.372025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.550144,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_121500Z.aif_14246,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_121500Z.aif,,1814483.611978,1814489.428028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534639,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_121500Z.aif_14294,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_121500Z.aif,,1815135.579978,1815141.396028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538027,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_161500Z.aif_14359,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_161500Z.aif,,1829075.083971,1829080.900021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544454,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_191500Z.aif_14388,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_191500Z.aif,,1839613.731971,1839619.548021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528780,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_200000Z.aif_14402,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_200000Z.aif,,1843125.931971,1843131.748021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501335,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_214500Z.aif_14497,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_214500Z.aif,,1849284.635975,1849290.452025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506127,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_053000Z.aif_14585,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_053000Z.aif,,1877277.155149,1877281.212859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564611,1-2-f,parm file = FW2O_p25.mat
