observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,freqLow,freqHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
86896MD01_016K_M04_multi_20180802_143000Z.aif_14650,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_143000Z.aif,,1909214.499978,1909220.316028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538989,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_221500Z.aif_14678,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_221500Z.aif,,1936874.507142,1936878.564852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516449,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_051500Z.aif_14720,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_051500Z.aif,,1962241.547975,1962247.364025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.525690,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14759,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,1972052.723971,1972058.540021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.600066,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14784,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,1972306.395971,1972312.212021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508689,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_080000Z.aif_14802,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_080000Z.aif,,1972543.683971,1972549.500021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572297,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_081500Z.aif_14850,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_081500Z.aif,,1973307.763975,1973313.580025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.553455,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_193000Z.aif_15008,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_193000Z.aif,,2013832.699145,2013836.756855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527293,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_200000Z.aif_15239,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_200000Z.aif,,2101692.659971,2101698.476021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.586425,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_214500Z.aif_15284,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_214500Z.aif,,2107905.995145,2107910.052855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518147,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_060000Z.aif_15422,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_060000Z.aif,,2137906.251145,2137910.308855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.532706,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_071500Z.aif_15511,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_071500Z.aif,,2142547.179971,2142552.996021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505862,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_143000Z.aif_15573,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_143000Z.aif,,2168582.675978,2168588.492028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510042,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180806_084500Z.aif_15667,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180806_084500Z.aif,,2234554.259971,2234560.076021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.638742,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180806_190000Z.aif_15723,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180806_190000Z.aif,,2270853.491978,2270859.308028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.522256,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_071500Z.aif_15787,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_071500Z.aif,,2315305.715971,2315311.532021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523293,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_073000Z.aif_15788,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_073000Z.aif,,2315742.659975,2315748.476025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.533677,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_103000Z.aif_16035,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_103000Z.aif,,2413593.083975,2413598.900025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544245,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_141500Z.aif_16144,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_141500Z.aif,,2426432.675975,2426438.492025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.577274,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_141500Z.aif_16174,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_141500Z.aif,,2426702.211975,2426708.028025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534546,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_224500Z.aif_16420,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_224500Z.aif,,2457763.731978,2457769.548028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.610817,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_224500Z.aif_16435,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_224500Z.aif,,2457866.123978,2457871.940028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.568194,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_230000Z.aif_16530,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_230000Z.aif,,2458383.187971,2458389.004021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.611534,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_230000Z.aif_16580,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_230000Z.aif,,2458569.027971,2458574.844021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503728,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_231500Z.aif_16840,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_231500Z.aif,,2459688.139975,2459693.956025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.556660,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_16887,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2459837.627978,2459843.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.735285,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_16899,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2459869.619978,2459875.436028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.627593,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_17076,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2460504.691978,2460510.508028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.625908,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_234500Z.aif_17139,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_234500Z.aif,,2460924.483971,2460930.300021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.622386,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17244,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2461712.371975,2461718.188025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518265,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17263,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2461850.083975,2461855.900025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.541395,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17293,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2462237.371975,2462243.188025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.511997,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_001500Z.aif_17315,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_001500Z.aif,,2462481.307978,2462487.124028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.524282,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_104500Z.aif_17342,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_104500Z.aif,,2500413.651978,2500419.468028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505925,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_231500Z.aif_17451,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_231500Z.aif,,2545585.915975,2545591.732025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.539678,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180810_133000Z.aif_17554,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180810_133000Z.aif,,2596574.395975,2596580.212025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.536051,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_111500Z.aif_17625,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_111500Z.aif,,2675534.923145,2675538.980855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505780,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_110000Z.aif_17804,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_110000Z.aif,,2760647.779971,2760653.596021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506128,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_111500Z.aif_17839,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_111500Z.aif,,2761387.539975,2761393.356025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508300,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_164500Z.aif_17889,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_164500Z.aif,,2781600.163978,2781605.980028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.609706,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_220000Z.aif_17914,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_220000Z.aif,,2800621.243978,2800627.060028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519819,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_160000Z.aif_18030,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_160000Z.aif,,2865037.795978,2865043.612028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503345,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_201500Z.aif_18041,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_201500Z.aif,,2880553.835975,2880559.652025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504000,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_203000Z.aif_18053,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_203000Z.aif,,2881752.043978,2881757.860028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508827,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_031500Z.aif_18127,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_031500Z.aif,,2906084.811978,2906090.628028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.552181,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_143000Z.aif_18314,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_143000Z.aif,,2946584.923149,2946588.980859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.517898,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_144500Z.aif_18382,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_144500Z.aif,,2947439.099142,2947443.156852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.536085,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_150000Z.aif_18411,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_150000Z.aif,,2948106.675145,2948110.732855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516686,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_171500Z.aif_18439,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_171500Z.aif,,2956064.755975,2956070.572025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.529189,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_223000Z.aif_18503,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_223000Z.aif,,2974561.603975,2974567.420025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516334,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_013000Z.aif_18680,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_013000Z.aif,,2985705.627975,2985711.444025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.608692,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_020000Z.aif_18751,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_020000Z.aif,,2987447.523971,2987453.340021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.549253,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_020000Z.aif_18778,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_020000Z.aif,,2987954.603971,2987960.420021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.742038,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_023000Z.aif_18894,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_023000Z.aif,,2989005.627978,2989011.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.557692,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_054500Z.aif_19045,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_054500Z.aif,,3000600.675971,3000606.492021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507299,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_110000Z.aif_19073,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_110000Z.aif,,3019861.347971,3019867.164021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505476,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_190000Z.aif_19180,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_190000Z.aif,,3048743.680263,3048748.143743,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.588218,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_000000Z.aif_19274,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_000000Z.aif,,3066929.459145,3066933.516855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.520109,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_004500Z.aif_19286,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_004500Z.aif,,3069285.835975,3069291.652025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.637523,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_011500Z.aif_19300,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_011500Z.aif,,3071233.184256,3071237.647736,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.696984,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_033000Z.aif_19340,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_033000Z.aif,,3079359.891971,3079365.708021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.539864,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_133000Z.aif_19577,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_133000Z.aif,,3115126.955975,3115132.772025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528451,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_143000Z.aif_19600,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_143000Z.aif,,3118949.395978,3118955.212028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564639,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_143000Z.aif_19604,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_143000Z.aif,,3119324.395978,3119330.212028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.521541,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_144500Z.aif_19607,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_144500Z.aif,,3119705.027971,3119710.844021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510046,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_193000Z.aif_19744,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_193000Z.aif,,3136918.427975,3136924.244025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.533059,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_193000Z.aif_19750,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_193000Z.aif,,3137030.795975,3137036.612025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.608595,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_193000Z.aif_19756,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_193000Z.aif,,3137128.835975,3137134.652025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507999,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_194500Z.aif_19794,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_194500Z.aif,,3137582.931978,3137588.748028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503890,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_201500Z.aif_19830,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_201500Z.aif,,3139507.587975,3139513.404025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.511381,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_050000Z.aif_19997,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_050000Z.aif,,3171561.936256,3171566.399736,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527853,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_084500Z.aif_20082,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_084500Z.aif,,3184973.203971,3184979.020021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.520038,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_121500Z.aif_20199,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_121500Z.aif,,3197287.795978,3197293.612028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.542542,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_141500Z.aif_20287,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_141500Z.aif,,3204595.728260,3204600.191740,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501078,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_161500Z.aif_20349,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_161500Z.aif,,3211917.147971,3211922.964021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.535472,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z.aif_20732,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,3236593.939975,3236599.756025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534060,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z.aif_20768,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,3236781.051975,3236786.868025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.576149,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z.aif_20770,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,3236790.267975,3236796.084025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.712070,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_013000Z.aif_21145,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_013000Z.aif,,3245256.307975,3245262.124025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.820461,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_014500Z.aif_21210,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_014500Z.aif,,3245599.315978,3245605.132028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.776000,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_034500Z.aif_21721,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_034500Z.aif,,3252634.979975,3252640.796025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.844877,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_040000Z.aif_22009,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_040000Z.aif,,3254227.131978,3254232.948028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.532946,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_041500Z.aif_22044,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_041500Z.aif,,3255242.171142,3255246.228852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.671408,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_060000Z.aif_22184,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_060000Z.aif,,3260841.467975,3260847.284025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.566674,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_060000Z.aif_22229,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_060000Z.aif,,3261100.672260,3261105.135740,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.677173,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_061500Z.aif_22345,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_061500Z.aif,,3261690.779978,3261696.596028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.541823,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_061500Z.aif_22353,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_061500Z.aif,,3261729.291149,3261733.348859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.582202,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_074500Z.aif_22409,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_074500Z.aif,,3267136.091978,3267141.908028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.597388,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_074500Z.aif_22417,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_074500Z.aif,,3267193.171978,3267198.988028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.565225,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_074500Z.aif_22436,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_074500Z.aif,,3267298.627978,3267304.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.526060,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180818_074500Z.aif_22460,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180818_074500Z.aif,,3267509.811978,3267515.628028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509374,1-4-f,parm file = FW2O_p25.mat
