id,analysis,scientificName,englishName,start_secs,end_secs,confidence,detected_time,detected_time_end,audio_id,project,recorder,site,latitude,longitude,audio_link,timestamp
8851a9d110f41a2cf448f87d75,birdnet-lite,Tetrao urogallus,Western Capercaillie,114,117,0.62566364,2022-10-24T19:38:47.317Z,2022-10-24T19:40:44Z,8851a9d110f41a2cf448,proj_sound-of-norway,bugg_RPiID-1000000027dd31af,TOV-E: Stavanger 110204,58.4811381,6.090253,https://bugg-301712.web.app/download/9a42ba3b-ca7f-4523-b129-486a4f2389ca/audio/proj_sound-of-norway/bugg_RPiID-1000000027dd31af/conf_6f40914/2022-10-24T19_36_53.317Z.mp3,2022-10-24T19:36:53.317Z
257ad6f232655c37fc4e9615d0,birdnet-lite,Tetrao urogallus,Western Capercaillie,237,240,0.47356543,2022-10-24T19:05:33.412Z,2022-10-24T19:09:33Z,257ad6f232655c37fc4e,proj_sound-of-norway,bugg_RPiID-1000000027dd31af,TOV-E: Stavanger 110204,58.4811381,6.090253,https://bugg-301712.web.app/download/3f1db578-45c2-4771-acbf-5006200ad947/audio/proj_sound-of-norway/bugg_RPiID-1000000027dd31af/conf_6f40914/2022-10-24T19_01_36.412Z.mp3,2022-10-24T19:01:36.412Z
b36457799f13a8f5e4cdf4324b,birdnet-lite,Poecile montanus,Willow Tit,141,147,0.94349647,2022-10-24T11:10:11.161Z,2022-10-24T11:12:38Z,b36457799f13a8f5e4cd,proj_sound-of-norway,bugg_RPiID-1000000027dd31af,TOV-E: Stavanger 110204,58.4811381,6.090253,https://bugg-301712.web.app/download/5bafce08-e55c-4986-8d44-5ff8121462a0/audio/proj_sound-of-norway/bugg_RPiID-1000000027dd31af/conf_6f40914/2022-10-24T11_07_50.161Z.mp3,2022-10-24T11:07:50.161Z
c7cd5f6be141efd01cf228469e,birdnet-lite,Erithacus rubecula,European Robin,0,42,0.7395628,2022-10-21T16:13:46.903Z,2022-10-21T16:14:28Z,c7cd5f6be141efd01cf2,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a067b846-a2a3-4b67-b9fb-fcac9b05f1c0/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T16_13_46.903Z.mp3,2022-10-21T16:13:46.903Z
22653df1df679bdbea8a5cf903,birdnet-lite,Erithacus rubecula,European Robin,282,300,0.63018423,2022-10-21T16:13:26.475Z,2022-10-21T16:18:26Z,22653df1df679bdbea8a,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/63fcceb8-6445-4fff-90ca-3395d341581c/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T16_08_44.475Z.mp3,2022-10-21T16:08:44.475Z
b2d7263d9f28e42a2ef51c3ddd,birdnet-lite,Tetrao urogallus,Western Capercaillie,282,285,0.706524,2022-10-21T14:57:50.496Z,2022-10-21T15:02:35Z,b2d7263d9f28e42a2ef5,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/971148bc-7bd2-42ed-97db-777a138f6aae/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T14_53_08.496Z.mp3,2022-10-21T14:53:08.496Z
5e26659291a3b0dc6e364f80c9,birdnet-lite,Aegithalos caudatus,Long-tailed Tit,21,36,0.93882346,2022-10-21T14:52:51.988Z,2022-10-21T14:53:27Z,5e26659291a3b0dc6e36,proj_sound-of-norway,bugg_RPiID-100000006b720339,TOV-E: Østfold 10618,59.6976029,11.2049245,https://bugg-301712.web.app/download/25fb7690-331c-4f89-8d0c-dd3c8c05464b/audio/proj_sound-of-norway/bugg_RPiID-100000006b720339/conf_6f40914/2022-10-21T14_52_30.988Z.mp3,2022-10-21T14:52:30.988Z
846768f443eb88c32c7fe6a9a9,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,225,228,0.57573426,2022-10-21T14:51:51.099Z,2022-10-21T14:55:39Z,846768f443eb88c32c7f,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/49edafc9-658e-4939-b3de-b23fd897ac05/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T14_48_06.099Z.mp3,2022-10-21T14:48:06.099Z
60b91e65fc358aaba636ca7349,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,84,87,0.9046758,2022-10-21T13:38:55.876Z,2022-10-21T13:40:22Z,60b91e65fc358aaba636,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/ec579a06-d105-4005-977b-60034b87f26c/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T13_37_31.876Z.mp3,2022-10-21T13:37:31.876Z
e8f305cf3df510dde14d6a1bd7,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,225,231,0.91428465,2022-10-21T13:31:12.053Z,2022-10-21T13:35:03Z,e8f305cf3df510dde14d,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/f5bfa057-46a7-4b9f-9cf8-6220f237e4e0/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T13_27_27.053Z.mp3,2022-10-21T13:27:27.053Z
53f8f38c4c275d4568febad73a,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,177,201,0.8736995,2022-10-21T13:00:09.724Z,2022-10-21T13:03:30Z,53f8f38c4c275d4568fe,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/b53645be-2423-4a5b-9575-6fe91f655765/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T12_57_12.724Z.mp3,2022-10-21T12:57:12.724Z
f1caae6c872c090c00834ef08d,birdnet-lite,Poecile palustris,Marsh Tit,105,114,0.7430711,2022-10-21T12:28:43.528Z,2022-10-21T12:30:37Z,f1caae6c872c090c0083,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/52c45acd-a3a0-40e4-9202-ffc48140cc57/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T12_26_58.528Z.mp3,2022-10-21T12:26:58.528Z
6f733de3d858685d64c6a7963b,birdnet-lite,Corvus cornix,Hooded Crow,51,54,0.58387816,2022-10-21T11:57:35.137Z,2022-10-21T11:58:29Z,6f733de3d858685d64c6,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a6b184a9-a986-4f57-a8bc-a4de26b1356b/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_56_44.137Z.mp3,2022-10-21T11:56:44.137Z
6f733de3d858685d64c639ca86,birdnet-lite,Corvus corone,Carrion Crow,219,222,0.46942657,2022-10-21T12:00:23.137Z,2022-10-21T12:04:05Z,6f733de3d858685d64c6,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a6b184a9-a986-4f57-a8bc-a4de26b1356b/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_56_44.137Z.mp3,2022-10-21T11:56:44.137Z
6f733de3d858685d64c658fa46,birdnet-lite,Corvus cornix,Hooded Crow,222,225,0.7236904,2022-10-21T12:00:26.137Z,2022-10-21T12:04:11Z,6f733de3d858685d64c6,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a6b184a9-a986-4f57-a8bc-a4de26b1356b/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_56_44.137Z.mp3,2022-10-21T11:56:44.137Z
6f733de3d858685d64c6303b3c,birdnet-lite,Corvus corone,Carrion Crow,222,225,0.48740643,2022-10-21T12:00:26.137Z,2022-10-21T12:04:11Z,6f733de3d858685d64c6,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a6b184a9-a986-4f57-a8bc-a4de26b1356b/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_56_44.137Z.mp3,2022-10-21T11:56:44.137Z
6f733de3d858685d64c6e9969f,birdnet-lite,Corvus cornix,Hooded Crow,231,240,0.4824365,2022-10-21T12:00:35.137Z,2022-10-21T12:04:35Z,6f733de3d858685d64c6,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a6b184a9-a986-4f57-a8bc-a4de26b1356b/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_56_44.137Z.mp3,2022-10-21T11:56:44.137Z
882845dac8fb17233288952252,birdnet-lite,Botaurus stellaris,Great Bittern,183,186,0.82423764,2022-10-21T11:29:32.834Z,2022-10-21T11:32:38Z,882845dac8fb17233288,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/753f9e5c-3002-4c03-b84b-2f7f0bae67b4/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-21T11_26_29.834Z.mp3,2022-10-21T11:26:29.834Z
a81116871741a7013b2b042e03,birdnet-lite,Picus viridis,Eurasian Green Woodpecker,39,231,0.98047054,2022-10-21T07:39:41.769Z,2022-10-21T07:43:32Z,a81116871741a7013b2b,proj_sound-of-norway,bugg_RPiID-100000006b720339,TOV-E: Østfold 10618,59.6976029,11.2049245,https://bugg-301712.web.app/download/4be321b0-fee6-4828-ba19-a9cd62457c13/audio/proj_sound-of-norway/bugg_RPiID-100000006b720339/conf_6f40914/2022-10-21T07_39_02.769Z.mp3,2022-10-21T07:39:02.769Z
ff19c4958fd38b8c1ddfa2e4ff,birdnet-lite,Gallinula chloropus,Eurasian Moorhen,36,39,0.6072026,2022-10-20T01:52:24.884Z,2022-10-20T01:53:03Z,ff19c4958fd38b8c1ddf,proj_sound-of-norway,bugg_RPiID-10000000a122d275,TOV-E Østfold 10617,59.697562,11.2003972,https://bugg-301712.web.app/download/eab3e2b8-a76d-479a-b765-6ec2ffd2403a/audio/proj_sound-of-norway/bugg_RPiID-10000000a122d275/conf_6f40914/2022-10-20T01_51_48.884Z.mp3,2022-10-20T01:51:48.884Z
1ca063289a0797dbb483956696,birdnet-lite,Aegithalos caudatus,Long-tailed Tit,9,78,0.62258065,2022-10-19T15:10:21.775Z,2022-10-19T15:11:39Z,1ca063289a0797dbb483,proj_sound-of-norway,bugg_RPiID-1000000059520016,TOV-E: Trondheim 161106,62.9246315,10.4573958,https://bugg-301712.web.app/download/f086a747-8407-42f9-a9d4-dc3594def828/audio/proj_sound-of-norway/bugg_RPiID-1000000059520016/conf_6f40914/2022-10-19T15_10_12.775Z.mp3,2022-10-19T15:10:12.775Z
bfd1d1a1d111c8023d4578a08f,birdnet-lite,Tetrao tetrix,Black Grouse,237,255,0.733615,2022-10-18T17:40:32.698Z,2022-10-18T17:44:47Z,bfd1d1a1d111c8023d45,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/88fa97df-52de-48c0-896a-335c21ac5157/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T17_36_35.698Z.mp3,2022-10-18T17:36:35.698Z
9d765c11cdde99ac009b5b53c5,birdnet-lite,Turdus iliacus,Redwing,276,279,0.91988665,2022-10-18T17:04:36.139Z,2022-10-18T17:09:15Z,9d765c11cdde99ac009b,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/045a0be5-093b-491b-bd98-cfd4a9cb4d5b/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T17_00_00.139Z.mp3,2022-10-18T17:00:00.139Z
6e83f21a524800cf89a27e4670,birdnet-lite,Turdus iliacus,Redwing,174,180,0.46835354,2022-10-18T16:57:51.708Z,2022-10-18T17:00:51Z,6e83f21a524800cf89a2,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/4e46cdcb-d414-45e9-a49f-8bbcf0a117b5/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_54_57.708Z.mp3,2022-10-18T16:54:57.708Z
7adc7426a9f3652e4861e6bf11,birdnet-lite,Turdus iliacus,Redwing,222,228,0.91908026,2022-10-18T16:49:53.628Z,2022-10-18T16:53:41Z,7adc7426a9f3652e4861,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/8123554e-170b-45ea-87e2-d1b5bd372d36/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T16_46_11.628Z.mp3,2022-10-18T16:46:11.628Z
17e9c54a02049817b39f4b8d14,birdnet-lite,Turdus iliacus,Redwing,279,282,0.8958575,2022-10-18T16:49:31.902Z,2022-10-18T16:54:13Z,17e9c54a02049817b39f,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/80195e8c-4601-42ed-8de8-0cee1bb9caaa/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_44_52.902Z.mp3,2022-10-18T16:44:52.902Z
7b680f25b160f60df049d2a5da,birdnet-lite,Turdus iliacus,Redwing,33,39,0.58301187,2022-10-18T16:41:42.253Z,2022-10-18T16:42:21Z,7b680f25b160f60df049,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/db56b47b-943e-4ba5-8ba9-28b09fce30cc/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T16_41_09.253Z.mp3,2022-10-18T16:41:09.253Z
90ce25e4bc4cd38ba63c0d5eef,birdnet-lite,Turdus iliacus,Redwing,0,297,0.84713197,2022-10-18T16:36:06.819Z,2022-10-18T16:41:03Z,90ce25e4bc4cd38ba63c,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/ed40041d-b384-4482-bacb-d7dc5cc0b0e3/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T16_36_06.819Z.mp3,2022-10-18T16:36:06.819Z
5fe3616e6191e2752ce11736bc,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,72,75,0.484237,2022-10-18T16:36:00.073Z,2022-10-18T16:37:15Z,5fe3616e6191e2752ce1,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/b63ab68f-b7bb-4c75-b2c5-8024caefdfff/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_34_48.073Z.mp3,2022-10-18T16:34:48.073Z
56f154a6e2f77d4ab83d872a47,birdnet-lite,Turdus iliacus,Redwing,27,246,0.58286774,2022-10-18T16:31:31.434Z,2022-10-18T16:35:37Z,56f154a6e2f77d4ab83d,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/38818250-d8d2-4322-a8a5-9e9fe423a0b8/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T16_31_04.434Z.mp3,2022-10-18T16:31:04.434Z
6c3d7ed0928571b2f55129de4e,birdnet-lite,Turdus iliacus,Redwing,204,300,0.85010594,2022-10-18T16:29:26.042Z,2022-10-18T16:34:26Z,6c3d7ed0928571b2f551,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/f9741394-da76-4bca-928b-6086580bd57d/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T16_26_02.042Z.mp3,2022-10-18T16:26:02.042Z
27b15c1e4369705c67d4215b68,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,12,66,0.9269593,2022-10-18T16:24:55.278Z,2022-10-18T16:26:01Z,27b15c1e4369705c67d4,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/dc971c43-62cf-4de6-a0e4-55ae7ebc4f44/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_24_43.278Z.mp3,2022-10-18T16:24:43.278Z
27b15c1e4369705c67d481e11d,birdnet-lite,Tetrastes bonasia,Hazel Grouse,63,66,0.5607526,2022-10-18T16:25:46.278Z,2022-10-18T16:26:52Z,27b15c1e4369705c67d4,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/dc971c43-62cf-4de6-a0e4-55ae7ebc4f44/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_24_43.278Z.mp3,2022-10-18T16:24:43.278Z
38e8bd17494e2eeb812de13563,birdnet-lite,Regulus regulus,Goldcrest,183,225,0.483258,2022-10-18T16:22:43.877Z,2022-10-18T16:26:28Z,38e8bd17494e2eeb812d,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/2a06600c-29f7-4e46-97c8-d9d12edd4a59/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_19_40.877Z.mp3,2022-10-18T16:19:40.877Z
38e8bd17494e2eeb812d79b898,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,288,291,0.82776505,2022-10-18T16:24:28.877Z,2022-10-18T16:29:19Z,38e8bd17494e2eeb812d,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/2a06600c-29f7-4e46-97c8-d9d12edd4a59/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_19_40.877Z.mp3,2022-10-18T16:19:40.877Z
38e8bd17494e2eeb812dedb796,birdnet-lite,Tetrastes bonasia,Hazel Grouse,291,294,0.8125881,2022-10-18T16:24:31.877Z,2022-10-18T16:29:25Z,38e8bd17494e2eeb812d,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/2a06600c-29f7-4e46-97c8-d9d12edd4a59/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_19_40.877Z.mp3,2022-10-18T16:19:40.877Z
75ff274c66e9dc3773287be4ec,birdnet-lite,Corvus corax,Common Raven,138,141,0.4901606,2022-10-18T16:11:54.123Z,2022-10-18T16:14:15Z,75ff274c66e9dc377328,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/464a52e6-7559-4194-af4a-5a911d604391/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T16_09_36.123Z.mp3,2022-10-18T16:09:36.123Z
815be16d98f75a10ac6629af5b,birdnet-lite,Dendrocopos major,Great Spotted Woodpecker,192,270,0.6128387,2022-10-18T15:57:40.786Z,2022-10-18T16:02:10Z,815be16d98f75a10ac66,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/4d2fa923-6901-41e4-957a-3e5cf205c9fc/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T15_54_28.786Z.mp3,2022-10-18T15:54:28.786Z
3102b91161287973f05b7b7068,birdnet-lite,Poecile palustris,Marsh Tit,285,288,0.68916523,2022-10-18T15:55:30.337Z,2022-10-18T16:00:18Z,3102b91161287973f05b,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/5ec66ed0-475c-44b3-b3a4-8f4a58d6a4f2/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T15_50_45.337Z.mp3,2022-10-18T15:50:45.337Z
67478720c59413d33728bab47f,birdnet-lite,Tetrastes bonasia,Hazel Grouse,177,180,0.5413571,2022-10-18T15:37:16.909Z,2022-10-18T15:40:16Z,67478720c59413d33728,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/636465ce-5fd1-4786-aeb8-741576c43210/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T15_34_19.909Z.mp3,2022-10-18T15:34:19.909Z
fe5b937b03758d40a7a4e6dcd2,birdnet-lite,Turdus iliacus,Redwing,87,90,0.5233237,2022-10-18T15:32:39.491Z,2022-10-18T15:34:09Z,fe5b937b03758d40a7a4,proj_sound-of-norway,bugg_RPiID-10000000171abe55,TOV-E: Lillehammer 51412,61.3023342,10.385123,https://bugg-301712.web.app/download/04ff1552-fabc-48da-9e1b-36b86a708bc3/audio/proj_sound-of-norway/bugg_RPiID-10000000171abe55/conf_6f40914/2022-10-18T15_31_12.491Z.mp3,2022-10-18T15:31:12.491Z
3c8763aa94595f7581f6eacf2a,birdnet-lite,Bombycilla garrulus,Bohemian Waxwing,219,222,0.5236465,2022-10-18T15:24:46.677Z,2022-10-18T15:28:28Z,3c8763aa94595f7581f6,proj_sound-of-norway,bugg_RPiID-10000000171abe55,TOV-E: Lillehammer 51412,61.3023342,10.385123,https://bugg-301712.web.app/download/30260bc9-fe52-46c4-bfcf-4eb479889400/audio/proj_sound-of-norway/bugg_RPiID-10000000171abe55/conf_6f40914/2022-10-18T15_21_07.677Z.mp3,2022-10-18T15:21:07.677Z
86fbf27e93a0da86f872178d9c,birdnet-lite,Aegithalos caudatus,Long-tailed Tit,201,204,0.71516037,2022-10-18T15:23:51.895Z,2022-10-18T15:27:15Z,86fbf27e93a0da86f872,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/b19adbbf-ce60-406f-a3e6-a745338a3153/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T15_20_30.895Z.mp3,2022-10-18T15:20:30.895Z
86fbf27e93a0da86f872504f71,birdnet-lite,Poecile palustris,Marsh Tit,231,234,0.49057615,2022-10-18T15:24:21.895Z,2022-10-18T15:28:15Z,86fbf27e93a0da86f872,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/b19adbbf-ce60-406f-a3e6-a745338a3153/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T15_20_30.895Z.mp3,2022-10-18T15:20:30.895Z
65267a8ee23749094819ffb58d,birdnet-lite,Regulus regulus,Goldcrest,9,39,0.45307112,2022-10-18T15:10:35.066Z,2022-10-18T15:11:14Z,65267a8ee23749094819,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a0ad613c-9924-4c92-8730-719754d3dd17/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T15_10_26.066Z.mp3,2022-10-18T15:10:26.066Z
65267a8ee23749094819b004bd,birdnet-lite,Pica pica,Eurasian Magpie,54,57,0.5274707,2022-10-18T15:11:20.066Z,2022-10-18T15:12:17Z,65267a8ee23749094819,proj_sound-of-norway,bugg_RPiID-1000000022fb515e,TOV-E: Bergen 120718,60.0603424,5.6645948,https://bugg-301712.web.app/download/a0ad613c-9924-4c92-8730-719754d3dd17/audio/proj_sound-of-norway/bugg_RPiID-1000000022fb515e/conf_6f40914/2022-10-18T15_10_26.066Z.mp3,2022-10-18T15:10:26.066Z
7e5fa00301bb613233b9bd7706,birdnet-lite,Dendrocopos major,Great Spotted Woodpecker,147,150,0.6273631,2022-10-18T15:11:34.130Z,2022-10-18T15:14:04Z,7e5fa00301bb613233b9,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/4ef84f47-0f39-428c-84f7-98e94a30a7de/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T15_09_07.130Z.mp3,2022-10-18T15:09:07.130Z
1032c8af9c2488ac76a4b61928,birdnet-lite,Dendrocopos major,Great Spotted Woodpecker,138,141,0.48434776,2022-10-18T15:06:22.725Z,2022-10-18T15:08:43Z,1032c8af9c2488ac76a4,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/f973d4d6-b320-45ec-95b5-a211ec55d7d3/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T15_04_04.725Z.mp3,2022-10-18T15:04:04.725Z
cd7c3bfbe3ba994f9413bc160c,birdnet-lite,Corvus corax,Common Raven,0,12,0.72154516,2022-10-18T14:53:59.901Z,2022-10-18T14:54:11Z,cd7c3bfbe3ba994f9413,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/16a815fe-5ba1-44bb-9092-f3b681ad93b7/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T14_53_59.901Z.mp3,2022-10-18T14:53:59.901Z
cd7c3bfbe3ba994f9413234f60,birdnet-lite,Certhia familiaris,Eurasian Treecreeper,36,39,0.9457517,2022-10-18T14:54:35.901Z,2022-10-18T14:55:14Z,cd7c3bfbe3ba994f9413,proj_sound-of-norway,bugg_RPiID-1000000018bff2d2,TOV-E: Kristiansand 90115,58.4319563,7.9858968,https://bugg-301712.web.app/download/16a815fe-5ba1-44bb-9092-f3b681ad93b7/audio/proj_sound-of-norway/bugg_RPiID-1000000018bff2d2/conf_6f40914/2022-10-18T14_53_59.901Z.mp3,2022-10-18T14:53:59.901Z
