Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	SID	Date Check	Time Check	Score	Tags	Notes	Tag	Verification 2
12885	Spectrogram 1	4	1767642.425000000	1767643.150000000	219.000	305.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_231500Z.aif	86896MD01_016K_M04_multi_20180731_231500Z.aif	42.4250	04	07/31/2018	23:15:42.425	0.368412	ASR_NorthAtlanticRightWhale	na		
12886	Spectrogram 1	2	1767654.050000000	1767654.325000000	141.000	184.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_231500Z.aif	86896MD01_016K_M04_multi_20180731_231500Z.aif	54.0500	02	07/31/2018	23:15:54.050	0.310967	ASR_NorthAtlanticRightWhale	na		
12887	Spectrogram 1	2	1767987.600000000	1767988.625000000	74.000	168.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_231500Z.aif	86896MD01_016K_M04_multi_20180731_231500Z.aif	387.6000	02	07/31/2018	23:21:27.600	0.575210	ASR_NorthAtlanticRightWhale	na		
12888	Spectrogram 1	2	1768352.625000000	1768353.000000000	211.000	258.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_231500Z.aif	86896MD01_016K_M04_multi_20180731_231500Z.aif	752.6250	02	07/31/2018	23:27:32.625	0.407248	ASR_NorthAtlanticRightWhale	na		
12889	Spectrogram 1	1	1768353.800000000	1768354.275000000	199.000	262.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_231500Z.aif	86896MD01_016K_M04_multi_20180731_231500Z.aif	753.8000	01	07/31/2018	23:27:33.800	0.511333	ASR_NorthAtlanticRightWhale	na		
12890	Spectrogram 1	2	1768940.100003000	1768942.275003000	27.000	242.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	440.1000	02	07/31/2018	23:37:20.100	0.376704	ASR_NorthAtlanticRightWhale	na		
12891	Spectrogram 1	3	1768947.800003000	1768949.025003000	23.000	215.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	447.8000	03	07/31/2018	23:37:27.800	0.371624	ASR_NorthAtlanticRightWhale	na		
12892	Spectrogram 1	3	1768972.800003000	1768974.075003000	23.000	191.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	472.8000	03	07/31/2018	23:37:52.800	0.508037	ASR_NorthAtlanticRightWhale	na		
12893	Spectrogram 1	2	1769127.425003000	1769128.550003000	94.000	246.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	627.4250	02	07/31/2018	23:40:27.425	0.356055	ASR_NorthAtlanticRightWhale	na		
12894	Spectrogram 1	1	1769132.225003000	1769132.625003000	43.000	109.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	632.2250	01	07/31/2018	23:40:32.225	0.418192	ASR_NorthAtlanticRightWhale	na		
12895	Spectrogram 1	3	1769176.025003000	1769177.800003000	39.000	184.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_233000Z.aif	86896MD01_016K_M04_multi_20180731_233000Z.aif	676.0250	03	07/31/2018	23:41:16.025	0.573512	ASR_NorthAtlanticRightWhale	na		
12896	Spectrogram 1	1	1769439.349997000	1769439.774997000	238.000	313.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_234500Z.aif	86896MD01_016K_M04_multi_20180731_234500Z.aif	39.3500	01	07/31/2018	23:45:39.350	0.392596	ASR_NorthAtlanticRightWhale	na		
12897	Spectrogram 1	4	1769483.349997000	1769483.799997000	98.000	176.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_234500Z.aif	86896MD01_016K_M04_multi_20180731_234500Z.aif	83.3500	04	07/31/2018	23:46:23.350	0.477551	ASR_NorthAtlanticRightWhale	na		
12898	Spectrogram 1	2	1769622.849997000	1769623.674997000	109.000	207.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_234500Z.aif	86896MD01_016K_M04_multi_20180731_234500Z.aif	222.8500	02	07/31/2018	23:48:42.850	0.359533	ASR_NorthAtlanticRightWhale	na		
12899	Spectrogram 1	3	1769921.499997000	1769922.549997000	98.000	219.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_234500Z.aif	86896MD01_016K_M04_multi_20180731_234500Z.aif	521.5000	03	07/31/2018	23:53:41.500	0.303042	ASR_NorthAtlanticRightWhale	na		
12900	Spectrogram 1	2	1770277.149997000	1770277.824997000	129.000	215.000	2018/7/31	23	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180731\86896MD01_016K_M04_multi_20180731_234500Z.aif	86896MD01_016K_M04_multi_20180731_234500Z.aif	877.1500	02	07/31/2018	23:59:37.150	0.428001	ASR_NorthAtlanticRightWhale	na		
12901	Spectrogram 1	3	1770686.675000000	1770687.900000000	82.000	168.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_000000Z.aif	86896MD01_016K_M04_multi_20180801_000000Z.aif	386.6750	03	08/01/2018	00:06:26.675	0.341912	ASR_NorthAtlanticRightWhale	na		
12902	Spectrogram 1	3	1771232.850003000	1771233.400003000	223.000	309.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_001500Z.aif	86896MD01_016K_M04_multi_20180801_001500Z.aif	32.8500	03	08/01/2018	00:15:32.850	0.321710	ASR_NorthAtlanticRightWhale	na		
12903	Spectrogram 1	1	1771291.300003000	1771291.750003000	121.000	191.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_001500Z.aif	86896MD01_016K_M04_multi_20180801_001500Z.aif	91.3000	01	08/01/2018	00:16:31.300	0.340525	ASR_NorthAtlanticRightWhale	na		
12904	Spectrogram 1	2	1771749.225003000	1771750.450003000	31.000	184.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_001500Z.aif	86896MD01_016K_M04_multi_20180801_001500Z.aif	549.2250	02	08/01/2018	00:24:09.225	0.713312	ASR_NorthAtlanticRightWhale	na		
12905	Spectrogram 1	1	1772092.325003000	1772092.650003000	219.000	266.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_001500Z.aif	86896MD01_016K_M04_multi_20180801_001500Z.aif	892.3250	01	08/01/2018	00:29:52.325	0.374947	ASR_NorthAtlanticRightWhale	na		
12906	Spectrogram 1	4	1772244.624997000	1772245.224997000	94.000	156.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_003000Z.aif	86896MD01_016K_M04_multi_20180801_003000Z.aif	144.6250	04	08/01/2018	00:32:24.625	0.311939	ASR_NorthAtlanticRightWhale	na		
12907	Spectrogram 1	4	1772653.999997000	1772655.199997000	39.000	160.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_003000Z.aif	86896MD01_016K_M04_multi_20180801_003000Z.aif	554.0000	04	08/01/2018	00:39:14.000	0.488017	ASR_NorthAtlanticRightWhale	na		
12908	Spectrogram 1	1	1772765.924997000	1772766.649997000	86.000	156.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_003000Z.aif	86896MD01_016K_M04_multi_20180801_003000Z.aif	665.9250	01	08/01/2018	00:41:05.925	0.382907	ASR_NorthAtlanticRightWhale	na		
12909	Spectrogram 1	2	1773105.275000000	1773105.600000000	121.000	160.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	105.2750	02	08/01/2018	00:46:45.275	0.308452	ASR_NorthAtlanticRightWhale	na		
12910	Spectrogram 1	1	1773123.550000000	1773123.975000000	113.000	160.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	123.5500	01	08/01/2018	00:47:03.550	0.322492	ASR_NorthAtlanticRightWhale	na		
12911	Spectrogram 1	2	1773202.600000000	1773203.450000000	59.000	199.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	202.6000	02	08/01/2018	00:48:22.600	0.339159	ASR_NorthAtlanticRightWhale	na		
12912	Spectrogram 1	4	1773529.400000000	1773530.125000000	125.000	230.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	529.4000	04	08/01/2018	00:53:49.400	0.328021	ASR_NorthAtlanticRightWhale	na		
12913	Spectrogram 1	2	1773568.475000000	1773568.750000000	129.000	195.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	568.4750	02	08/01/2018	00:54:28.475	0.350862	ASR_NorthAtlanticRightWhale	na		
12914	Spectrogram 1	4	1773663.400000000	1773663.925000000	82.000	176.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	663.4000	04	08/01/2018	00:56:03.400	0.683109	ASR_NorthAtlanticRightWhale	na		
12915	Spectrogram 1	3	1773888.100000000	1773888.700000000	94.000	172.000	2018/8/1	0	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_004500Z.aif	86896MD01_016K_M04_multi_20180801_004500Z.aif	888.1000	03	08/01/2018	00:59:48.100	0.312906	ASR_NorthAtlanticRightWhale	na		
12916	Spectrogram 1	3	1773981.250003000	1773981.675003000	113.000	188.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	81.2500	03	08/01/2018	01:01:21.250	0.312991	ASR_NorthAtlanticRightWhale	na		
12917	Spectrogram 1	4	1774110.000003000	1774113.475003000	176.000	391.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	210.0000	04	08/01/2018	01:03:30.000	0.323516	ASR_NorthAtlanticRightWhale	na		
12918	Spectrogram 1	2	1774191.400003000	1774192.075003000	55.000	180.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	291.4000	02	08/01/2018	01:04:51.400	0.422336	ASR_NorthAtlanticRightWhale	na		
12919	Spectrogram 1	4	1774394.425003000	1774394.675003000	227.000	297.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	494.4250	04	08/01/2018	01:08:14.425	0.686749	ASR_NorthAtlanticRightWhale	na		
12920	Spectrogram 1	2	1774404.100003000	1774405.500003000	47.000	113.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	504.1000	02	08/01/2018	01:08:24.100	0.822275	ASR_NorthAtlanticRightWhale	na		
12921	Spectrogram 1	2	1774502.025003000	1774510.350003000	164.000	391.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	602.0250	02	08/01/2018	01:10:02.025	0.309627	ASR_NorthAtlanticRightWhale	na		
12922	Spectrogram 1	2	1774517.350003000	1774518.050003000	43.000	188.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_010000Z.aif	86896MD01_016K_M04_multi_20180801_010000Z.aif	617.3500	02	08/01/2018	01:10:17.350	0.340771	ASR_NorthAtlanticRightWhale	na		
12923	Spectrogram 1	2	1774964.399997000	1774964.849997000	98.000	145.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	164.4000	02	08/01/2018	01:17:44.400	0.336708	ASR_NorthAtlanticRightWhale	na		
12924	Spectrogram 1	3	1775061.049997000	1775061.849997000	98.000	223.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	261.0500	03	08/01/2018	01:19:21.050	0.771913	ASR_NorthAtlanticRightWhale	na		
12925	Spectrogram 1	3	1775187.474997000	1775188.324997000	39.000	180.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	387.4750	03	08/01/2018	01:21:27.475	0.373041	ASR_NorthAtlanticRightWhale	na		
12926	Spectrogram 1	2	1775295.549997000	1775295.999997000	125.000	168.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	495.5500	02	08/01/2018	01:23:15.550	0.593378	ASR_NorthAtlanticRightWhale	na		
12927	Spectrogram 1	4	1775634.199997000	1775634.599997000	137.000	285.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	834.2000	04	08/01/2018	01:28:54.200	0.301718	ASR_NorthAtlanticRightWhale	na		
12928	Spectrogram 1	4	1775641.474997000	1775642.099997000	129.000	230.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_011500Z.aif	86896MD01_016K_M04_multi_20180801_011500Z.aif	841.4750	04	08/01/2018	01:29:01.475	0.371987	ASR_NorthAtlanticRightWhale	na		
12929	Spectrogram 1	3	1776099.675000000	1776100.200000000	98.000	164.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_013000Z.aif	86896MD01_016K_M04_multi_20180801_013000Z.aif	399.6750	03	08/01/2018	01:36:39.675	0.370904	ASR_NorthAtlanticRightWhale	na		
12930	Spectrogram 1	2	1776167.000000000	1776167.600000000	98.000	156.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_013000Z.aif	86896MD01_016K_M04_multi_20180801_013000Z.aif	467.0000	02	08/01/2018	01:37:47.000	0.341864	ASR_NorthAtlanticRightWhale	na		
12931	Spectrogram 1	4	1776189.400000000	1776190.000000000	55.000	109.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_013000Z.aif	86896MD01_016K_M04_multi_20180801_013000Z.aif	489.4000	04	08/01/2018	01:38:09.400	0.356957	ASR_NorthAtlanticRightWhale	na		
12932	Spectrogram 1	4	1776406.825000000	1776407.200000000	133.000	191.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_013000Z.aif	86896MD01_016K_M04_multi_20180801_013000Z.aif	706.8250	04	08/01/2018	01:41:46.825	0.503530	ASR_NorthAtlanticRightWhale	na		
12933	Spectrogram 1	2	1776565.150000000	1776568.850000000	23.000	164.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_013000Z.aif	86896MD01_016K_M04_multi_20180801_013000Z.aif	865.1500	02	08/01/2018	01:44:25.150	0.326800	ASR_NorthAtlanticRightWhale	na		
12934	Spectrogram 1	1	1777340.675003000	1777340.925003000	125.000	176.000	2018/8/1	1	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_014500Z.aif	86896MD01_016K_M04_multi_20180801_014500Z.aif	740.6750	01	08/01/2018	01:57:20.675	0.381351	ASR_NorthAtlanticRightWhale	na		
12935	Spectrogram 1	4	1777746.724997000	1777747.174997000	117.000	176.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_020000Z.aif	86896MD01_016K_M04_multi_20180801_020000Z.aif	246.7250	04	08/01/2018	02:04:06.725	0.309818	ASR_NorthAtlanticRightWhale	na		
12936	Spectrogram 1	1	1778108.424997000	1778108.799997000	102.000	176.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_020000Z.aif	86896MD01_016K_M04_multi_20180801_020000Z.aif	608.4250	01	08/01/2018	02:10:08.425	0.412969	ASR_NorthAtlanticRightWhale	na		
12937	Spectrogram 1	1	1778352.999997000	1778353.674997000	55.000	156.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_020000Z.aif	86896MD01_016K_M04_multi_20180801_020000Z.aif	853.0000	01	08/01/2018	02:14:13.000	0.544844	ASR_NorthAtlanticRightWhale	na		
12938	Spectrogram 1	4	1778796.675000000	1778797.350000000	109.000	156.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_021500Z.aif	86896MD01_016K_M04_multi_20180801_021500Z.aif	396.6750	04	08/01/2018	02:21:36.675	0.308625	ASR_NorthAtlanticRightWhale	na		
12939	Spectrogram 1	3	1778974.975000000	1778975.325000000	66.000	109.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_021500Z.aif	86896MD01_016K_M04_multi_20180801_021500Z.aif	574.9750	03	08/01/2018	02:24:34.975	0.339475	ASR_NorthAtlanticRightWhale	na		
12940	Spectrogram 1	4	1779409.425003000	1779418.550003000	180.000	391.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_023000Z.aif	86896MD01_016K_M04_multi_20180801_023000Z.aif	109.4250	04	08/01/2018	02:31:49.425	0.333214	ASR_NorthAtlanticRightWhale	na		
12941	Spectrogram 1	2	1779455.850003000	1779456.300003000	102.000	148.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_023000Z.aif	86896MD01_016K_M04_multi_20180801_023000Z.aif	155.8500	02	08/01/2018	02:32:35.850	0.472772	ASR_NorthAtlanticRightWhale	na		
12942	Spectrogram 1	4	1780001.525003000	1780002.050003000	109.000	164.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_023000Z.aif	86896MD01_016K_M04_multi_20180801_023000Z.aif	701.5250	04	08/01/2018	02:41:41.525	0.371344	ASR_NorthAtlanticRightWhale	na		
12943	Spectrogram 1	2	1780437.549997000	1780437.899997000	105.000	184.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_024500Z.aif	86896MD01_016K_M04_multi_20180801_024500Z.aif	237.5500	02	08/01/2018	02:48:57.550	0.641886	ASR_NorthAtlanticRightWhale	na		
12944	Spectrogram 1	1	1780748.774997000	1780749.149997000	105.000	152.000	2018/8/1	2	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_024500Z.aif	86896MD01_016K_M04_multi_20180801_024500Z.aif	548.7750	01	08/01/2018	02:54:08.775	0.496401	ASR_NorthAtlanticRightWhale	na		
12945	Spectrogram 1	1	1781400.125000000	1781404.775000000	4.000	219.000	2018/8/1	3	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_030000Z.aif	86896MD01_016K_M04_multi_20180801_030000Z.aif	300.1250	01	08/01/2018	03:05:00.125	0.544931	ASR_NorthAtlanticRightWhale	na		
12946	Spectrogram 1	4	1781419.400000000	1781419.725000000	141.000	211.000	2018/8/1	3	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_030000Z.aif	86896MD01_016K_M04_multi_20180801_030000Z.aif	319.4000	04	08/01/2018	03:05:19.400	0.327867	ASR_NorthAtlanticRightWhale	na		
12947	Spectrogram 1	2	1781419.775000000	1781420.050000000	152.000	191.000	2018/8/1	3	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_030000Z.aif	86896MD01_016K_M04_multi_20180801_030000Z.aif	319.7750	02	08/01/2018	03:05:19.775	0.308098	ASR_NorthAtlanticRightWhale	na		
12948	Spectrogram 1	2	1781670.000000000	1781677.600000000	4.000	215.000	2018/8/1	3	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180801\86896MD01_016K_M04_multi_20180801_030000Z.aif	86896MD01_016K_M04_multi_20180801_030000Z.aif	570.0000	02	08/01/2018	03:09:30.000	0.558047	ASR_NorthAtlanticRightWhale	na		
