Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	SID	Date Check	Time Check	Score	Tags	Notes	Tag	Verification 2
5417	Spectrogram 1	2	694484.200003000	694485.375003000	59.000	293.000	2018/7/19	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180719\86896MD01_016K_M04_multi_20180719_130000Z.aif	86896MD01_016K_M04_multi_20180719_130000Z.aif	584.2000	02	07/19/2018	13:09:44.200	0.922584	ASR_NorthAtlanticRightWhale	na		delete tag
5418	Spectrogram 1	3	694484.725003000	694485.650003000	70.000	230.000	2018/7/19	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180719\86896MD01_016K_M04_multi_20180719_130000Z.aif	86896MD01_016K_M04_multi_20180719_130000Z.aif	584.7250	03	07/19/2018	13:09:44.725	0.827672	ASR_NorthAtlanticRightWhale	na		delete tag
6691	Spectrogram 1	1	884031.974997000	884032.974997000	16.000	199.000	2018/7/21	17	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180721\86896MD01_016K_M04_multi_20180721_174500Z.aif	86896MD01_016K_M04_multi_20180721_174500Z.aif	231.9750	01	07/21/2018	17:48:51.975	0.600655	ASR_NorthAtlanticRightWhale	na	NARW	v
11046	Spectrogram 1	4	1449533.325000000	1449534.125000000	63.000	195.000	2018/7/28	6	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180728\86896MD01_016K_M04_multi_20180728_064500Z.aif	86896MD01_016K_M04_multi_20180728_064500Z.aif	533.3250	04	07/28/2018	06:53:53.325	0.950706	ASR_NorthAtlanticRightWhale	na	NARW	v
19705	Spectrogram 1	3	2914694.374997000	2914694.974997000	59.000	188.000	2018/8/14	5	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180814\86896MD01_016K_M04_multi_20180814_054500Z.aif	86896MD01_016K_M04_multi_20180814_054500Z.aif	494.3750	03	08/14/2018	05:53:14.375	0.656968	ASR_NorthAtlanticRightWhale	na		delete tag
1	Spectrogram 1	4	886.625003000	889.525003000	4.000	391.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_121500Z.aif	86896MD01_016K_M04_multi_20180711_121500Z.aif	886.6250	04	07/11/2018	12:29:46.625	0.342617	ASR_NorthAtlanticRightWhale	na		
2	Spectrogram 1	4	972.474997000	972.799997000	223.000	352.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	72.4750	04	07/11/2018	12:31:12.475	0.314952	ASR_NorthAtlanticRightWhale	na		
3	Spectrogram 1	1	1523.974997000	1525.924997000	4.000	391.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	623.9750	01	07/11/2018	12:40:23.975	0.324684	ASR_NorthAtlanticRightWhale	na		
4	Spectrogram 1	4	1605.574997000	1606.099997000	199.000	328.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	705.5750	04	07/11/2018	12:41:45.575	0.633203	ASR_NorthAtlanticRightWhale	na		
5	Spectrogram 1	2	1744.749997000	1745.174997000	207.000	359.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_123000Z.aif	86896MD01_016K_M04_multi_20180711_123000Z.aif	844.7500	02	07/11/2018	12:44:04.750	0.495663	ASR_NorthAtlanticRightWhale	na		
6	Spectrogram 1	1	1882.975000000	1883.850000000	113.000	230.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	82.9750	01	07/11/2018	12:46:22.975	0.426977	ASR_NorthAtlanticRightWhale	na		
7	Spectrogram 1	4	2005.650000000	2006.150000000	66.000	164.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	205.6500	04	07/11/2018	12:48:25.650	0.347880	ASR_NorthAtlanticRightWhale	na		
8	Spectrogram 1	4	2173.375000000	2173.875000000	125.000	172.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	373.3750	04	07/11/2018	12:51:13.375	0.555659	ASR_NorthAtlanticRightWhale	na		
9	Spectrogram 1	3	2216.625000000	2218.100000000	184.000	348.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	416.6250	03	07/11/2018	12:51:56.625	0.704194	ASR_NorthAtlanticRightWhale	na		
10	Spectrogram 1	3	2267.625000000	2268.000000000	78.000	145.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	467.6250	03	07/11/2018	12:52:47.625	0.405691	ASR_NorthAtlanticRightWhale	na		
11	Spectrogram 1	4	2322.375000000	2324.025000000	121.000	391.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	522.3750	04	07/11/2018	12:53:42.375	0.322409	ASR_NorthAtlanticRightWhale	na		
12	Spectrogram 1	3	2533.725000000	2534.275000000	125.000	391.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	733.7250	03	07/11/2018	12:57:13.725	0.917170	ASR_NorthAtlanticRightWhale	na		
13	Spectrogram 1	3	2575.100000000	2575.475000000	117.000	180.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	775.1000	03	07/11/2018	12:57:55.100	0.516095	ASR_NorthAtlanticRightWhale	na		
14	Spectrogram 1	3	2659.450000000	2660.975000000	129.000	203.000	2018/7/11	12	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_124500Z.aif	86896MD01_016K_M04_multi_20180711_124500Z.aif	859.4500	03	07/11/2018	12:59:19.450	0.335302	ASR_NorthAtlanticRightWhale	na		
15	Spectrogram 1	1	2859.575003000	2860.200003000	70.000	160.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	159.5750	01	07/11/2018	13:02:39.575	0.608782	ASR_NorthAtlanticRightWhale	na		
16	Spectrogram 1	4	3022.425003000	3023.925003000	129.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	322.4250	04	07/11/2018	13:05:22.425	0.707032	ASR_NorthAtlanticRightWhale	na		
17	Spectrogram 1	4	3117.750003000	3119.600003000	39.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	417.7500	04	07/11/2018	13:06:57.750	0.778482	ASR_NorthAtlanticRightWhale	na		
18	Spectrogram 1	4	3138.150003000	3139.900003000	4.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	438.1500	04	07/11/2018	13:07:18.150	0.409440	ASR_NorthAtlanticRightWhale	na		
19	Spectrogram 1	4	3187.725003000	3188.200003000	59.000	102.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	487.7250	04	07/11/2018	13:08:07.725	0.477704	ASR_NorthAtlanticRightWhale	na		
20	Spectrogram 1	1	3197.625003000	3198.050003000	172.000	301.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	497.6250	01	07/11/2018	13:08:17.625	0.319016	ASR_NorthAtlanticRightWhale	na		
21	Spectrogram 1	1	3303.175003000	3304.875003000	78.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	603.1750	01	07/11/2018	13:10:03.175	0.332336	ASR_NorthAtlanticRightWhale	na		
22	Spectrogram 1	3	3516.375003000	3516.950003000	117.000	199.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	816.3750	03	07/11/2018	13:13:36.375	0.342198	ASR_NorthAtlanticRightWhale	na		
23	Spectrogram 1	3	3536.975003000	3538.975003000	90.000	352.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	836.9750	03	07/11/2018	13:13:56.975	0.741837	ASR_NorthAtlanticRightWhale	na		
24	Spectrogram 1	4	3557.550003000	3558.600003000	4.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	857.5500	04	07/11/2018	13:14:17.550	0.618960	ASR_NorthAtlanticRightWhale	na		
25	Spectrogram 1	3	3626.199997000	3627.774997000	4.000	176.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	26.2000	03	07/11/2018	13:15:26.200	0.676974	ASR_NorthAtlanticRightWhale	na		
26	Spectrogram 1	2	3639.574997000	3640.374997000	74.000	227.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	39.5750	02	07/11/2018	13:15:39.575	0.670212	ASR_NorthAtlanticRightWhale	na		
27	Spectrogram 1	3	3639.574997000	3640.249997000	172.000	223.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	39.5750	03	07/11/2018	13:15:39.575	0.712400	ASR_NorthAtlanticRightWhale	na		
28	Spectrogram 1	1	3676.824997000	3677.424997000	16.000	262.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	76.8250	01	07/11/2018	13:16:16.825	0.359125	ASR_NorthAtlanticRightWhale	na		
29	Spectrogram 1	3	3850.049997000	3852.924997000	4.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	250.0500	03	07/11/2018	13:19:10.050	0.901095	ASR_NorthAtlanticRightWhale	na		
30	Spectrogram 1	4	3851.224997000	3852.149997000	125.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	251.2250	04	07/11/2018	13:19:11.225	0.816876	ASR_NorthAtlanticRightWhale	na		
31	Spectrogram 1	1	3893.224997000	3894.174997000	86.000	156.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	293.2250	01	07/11/2018	13:19:53.225	0.339582	ASR_NorthAtlanticRightWhale	na		
32	Spectrogram 1	4	3893.599997000	3894.174997000	102.000	168.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	293.6000	04	07/11/2018	13:19:53.600	0.396940	ASR_NorthAtlanticRightWhale	na		
33	Spectrogram 1	3	3960.699997000	3962.899997000	4.000	301.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	360.7000	03	07/11/2018	13:21:00.700	0.437325	ASR_NorthAtlanticRightWhale	na		
34	Spectrogram 1	3	4008.399997000	4009.199997000	117.000	246.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	408.4000	03	07/11/2018	13:21:48.400	0.469727	ASR_NorthAtlanticRightWhale	na		
35	Spectrogram 1	4	4153.124997000	4154.399997000	113.000	324.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	553.1250	04	07/11/2018	13:24:13.125	0.377549	ASR_NorthAtlanticRightWhale	na		
36	Spectrogram 1	4	4323.924997000	4324.599997000	31.000	215.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	723.9250	04	07/11/2018	13:27:03.925	0.852928	ASR_NorthAtlanticRightWhale	na		
37	Spectrogram 1	1	4330.349997000	4330.724997000	109.000	156.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	730.3500	01	07/11/2018	13:27:10.350	0.311711	ASR_NorthAtlanticRightWhale	na		
38	Spectrogram 1	3	4665.575000000	4665.900000000	109.000	156.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	165.5750	03	07/11/2018	13:32:45.575	0.366570	ASR_NorthAtlanticRightWhale	na		
39	Spectrogram 1	3	4918.000000000	4919.425000000	78.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	418.0000	03	07/11/2018	13:36:58.000	0.445800	ASR_NorthAtlanticRightWhale	na		
40	Spectrogram 1	1	5154.425000000	5155.375000000	51.000	129.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	654.4250	01	07/11/2018	13:40:54.425	0.415458	ASR_NorthAtlanticRightWhale	na		
41	Spectrogram 1	4	5250.775000000	5256.350000000	4.000	391.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	750.7750	04	07/11/2018	13:42:30.775	0.395069	ASR_NorthAtlanticRightWhale	na		
42	Spectrogram 1	3	5303.950000000	5304.200000000	227.000	273.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	803.9500	03	07/11/2018	13:43:23.950	0.407181	ASR_NorthAtlanticRightWhale	na		
43	Spectrogram 1	3	5475.375003000	5475.925003000	82.000	156.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_134500Z.aif	86896MD01_016K_M04_multi_20180711_134500Z.aif	75.3750	03	07/11/2018	13:46:15.375	0.499847	ASR_NorthAtlanticRightWhale	na		
44	Spectrogram 1	4	5510.075003000	5510.900003000	4.000	211.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_134500Z.aif	86896MD01_016K_M04_multi_20180711_134500Z.aif	110.0750	04	07/11/2018	13:46:50.075	0.327607	ASR_NorthAtlanticRightWhale	na		
45	Spectrogram 1	3	5535.750003000	5536.100003000	86.000	137.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_134500Z.aif	86896MD01_016K_M04_multi_20180711_134500Z.aif	135.7500	03	07/11/2018	13:47:15.750	0.327337	ASR_NorthAtlanticRightWhale	na		
46	Spectrogram 1	2	5821.975003000	5822.375003000	117.000	172.000	2018/7/11	13	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_134500Z.aif	86896MD01_016K_M04_multi_20180711_134500Z.aif	421.9750	02	07/11/2018	13:52:01.975	0.330398	ASR_NorthAtlanticRightWhale	na		
47	Spectrogram 1	4	6369.049997000	6369.624997000	20.000	203.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	69.0500	04	07/11/2018	14:01:09.050	0.491101	ASR_NorthAtlanticRightWhale	na		
48	Spectrogram 1	2	6596.824997000	6597.199997000	133.000	176.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	296.8250	02	07/11/2018	14:04:56.825	0.424286	ASR_NorthAtlanticRightWhale	na		
49	Spectrogram 1	4	6657.499997000	6659.724997000	27.000	391.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	357.5000	04	07/11/2018	14:05:57.500	0.564141	ASR_NorthAtlanticRightWhale	na		
50	Spectrogram 1	3	6665.374997000	6666.124997000	47.000	105.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	365.3750	03	07/11/2018	14:06:05.375	0.353058	ASR_NorthAtlanticRightWhale	na		
51	Spectrogram 1	3	6678.949997000	6679.649997000	211.000	293.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	378.9500	03	07/11/2018	14:06:18.950	0.709726	ASR_NorthAtlanticRightWhale	na		
52	Spectrogram 1	2	6766.324997000	6767.124997000	125.000	164.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	466.3250	02	07/11/2018	14:07:46.325	0.364917	ASR_NorthAtlanticRightWhale	na		
53	Spectrogram 1	2	6775.799997000	6777.649997000	234.000	289.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	475.8000	02	07/11/2018	14:07:55.800	0.318915	ASR_NorthAtlanticRightWhale	na		
54	Spectrogram 1	4	6832.124997000	6832.949997000	113.000	203.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	532.1250	04	07/11/2018	14:08:52.125	0.339453	ASR_NorthAtlanticRightWhale	na		
55	Spectrogram 1	4	6936.024997000	6936.874997000	105.000	223.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	636.0250	04	07/11/2018	14:10:36.025	0.768905	ASR_NorthAtlanticRightWhale	na		
56	Spectrogram 1	1	6974.249997000	6974.599997000	117.000	164.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	674.2500	01	07/11/2018	14:11:14.250	0.461140	ASR_NorthAtlanticRightWhale	na		
57	Spectrogram 1	4	6986.874997000	6987.149997000	105.000	168.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	686.8750	04	07/11/2018	14:11:26.875	0.413297	ASR_NorthAtlanticRightWhale	na		
58	Spectrogram 1	2	7001.099997000	7001.549997000	133.000	199.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	701.1000	02	07/11/2018	14:11:41.100	0.658715	ASR_NorthAtlanticRightWhale	na		
59	Spectrogram 1	2	7031.374997000	7032.099997000	74.000	250.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	731.3750	02	07/11/2018	14:12:11.375	0.365899	ASR_NorthAtlanticRightWhale	na		
60	Spectrogram 1	4	7063.474997000	7064.099997000	141.000	203.000	2018/7/11	14	W:\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_140000Z.aif	86896MD01_016K_M04_multi_20180711_140000Z.aif	763.4750	04	07/11/2018	14:12:43.475	0.626851	ASR_NorthAtlanticRightWhale	na		
