observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,frequencyLow,frequencyHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,classificationConfirmation,observationTags,observationComments
86896MD01_016K_M04_multi_20180720_150000Z_8126,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_150000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.531296,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_154500Z_8135,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_154500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.590931,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_173000Z_8196,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_173000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.53755,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_180000Z_8240,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_180000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.554233,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_211500Z_8268,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_211500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.507608,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_031500Z_8292,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_031500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.516864,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_184500Z_8482,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_184500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.821208,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_080000Z_8610,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_080000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.525469,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_081500Z_8617,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_081500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546003,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_110000Z_8754,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_110000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546475,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_111500Z_8795,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_111500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.551793,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_134500Z_9021,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_134500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546865,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_224500Z_9375,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_224500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512848,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_010000Z_9480,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_010000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.63066,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_014500Z_9571,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_014500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.501907,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_030000Z_9651,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_030000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.500218,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_031500Z_9665,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_031500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.520882,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_063000Z_9792,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_063000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.54429,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_071500Z_9854,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_071500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.62025,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_073000Z_9869,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_073000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.593285,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_113000Z_9919,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_113000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.518304,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_163000Z_10038,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_163000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.506426,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_193000Z_10077,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_193000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.579411,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_194500Z_10085,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_194500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512671,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_201500Z_10089,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_201500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.642499,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_230000Z_10123,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_230000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.549967,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_030000Z_10213,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_030000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.558669,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_053000Z_10275,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_053000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.573107,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_071500Z_10309,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_071500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.581431,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_074500Z_10320,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_074500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.534437,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_121500Z_10403,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_121500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.525175,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_124500Z_10421,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_124500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.50959,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_170000Z_10508,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_170000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.56772,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_174500Z_10532,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.51985,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_183000Z_10548,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_183000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.599293,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_050000Z_10881,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_050000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.565163,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_054500Z_10948,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_054500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.6767,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_054500Z_10959,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_054500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.540315,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_061500Z_10997,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_061500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.529854,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_063000Z_11016,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_063000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.581184,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_134500Z_11137,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_134500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.684637,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_151500Z_11260,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_151500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.507644,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_151500Z_11272,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_151500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.583178,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_154500Z_11286,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_154500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.72527,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_171500Z_11367,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_171500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.517889,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_171500Z_11369,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_171500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.565708,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_183000Z_11394,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_183000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.621871,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_223000Z_11493,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_223000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.51164,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_020000Z_11513,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_020000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.605561,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_053000Z_11597,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_053000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.50475,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_174500Z_11839,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.538844,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_183000Z_11854,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_183000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512929,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_183000Z_11871,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_183000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.560454,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_230000Z_11907,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_230000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.537883,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_033000Z_12052,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_033000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.642101,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_053000Z_12143,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_053000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.625478,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_174500Z_12292,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.528319,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_180000Z_12296,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_180000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.556599,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_190000Z_12381,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_190000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.551503,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z_12521,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.54209,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z_12532,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.537942,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180728_061500Z_12696,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180728_061500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.547124,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180728_151500Z_12761,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180728_151500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.526975,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180729_004500Z_12837,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180729_004500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.570507,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_123000Z_13214,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_123000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.566133,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_123000Z_13220,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_123000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.520497,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_124500Z_13245,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_124500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.570078,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_130000Z_13326,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.580317,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_181500Z_13453,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_181500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.593491,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_210000Z_13726,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_210000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.530423,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_211500Z_13752,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_211500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.609854,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_211500Z_13753,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_211500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.631489,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_214500Z_13881,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_214500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512655,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_214500Z_13902,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_214500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.523436,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_231500Z_13930,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_231500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.515878,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_000000Z_13948,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_000000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.507843,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_031500Z_14021,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_031500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.567224,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_121500Z_14293,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_121500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.63967,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_130000Z_14309,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_130000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.512443,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_153000Z_14329,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_153000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.564946,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_153000Z_14338,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_153000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.594618,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_210000Z_14449,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_210000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.522784,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_211500Z_14460,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_211500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.506861,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_211500Z_14463,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_211500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.509177,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_034500Z_14558,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_034500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546608,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_083000Z_14878,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_083000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.519501,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_174500Z_14963,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_174500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.511331,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_200000Z_15020,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_200000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.516225,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_004500Z_15082,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_004500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.560486,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_004500Z_15084,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_004500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.625275,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_160000Z_15209,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_160000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.547311,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_200000Z_15250,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_200000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.520007,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_220000Z_15291,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_220000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.718923,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_001500Z_15384,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_001500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.519607,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_070000Z_15451,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_070000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.507794,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_070000Z_15454,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_070000Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.546582,,,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_071500Z_15494,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_071500Z.aif,,,,interval,animal,,Balaenoptera physalus,,,,,,,,,,,,,,,machine,,,0.576767,,,parm file = FW2O_p25.mat
