observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,frequencyLow,frequencyHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,classificationConfirmation,observationTags,observationComments
86896MD01_016K_M04_multi_20180720_031500Z.aif_7390,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745419.283978,745425.100028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.513934,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7391,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745423.627978,745429.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523117,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_031500Z.aif_7402,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_031500Z.aif,,745473.035978,745478.852028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602077,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7524,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,746206.139971,746211.956021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.521084,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_033000Z.aif_7628,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_033000Z.aif,,746838.139971,746843.956021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.603141,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_034500Z.aif_7704,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_034500Z.aif,,747294.283975,747300.100025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.592295,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_040000Z.aif_7940,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_040000Z.aif,,748659.379978,748665.196028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500279,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_041500Z.aif_7997,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_041500Z.aif,,749287.283971,749293.100021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.524233,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_084500Z.aif_8082,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_084500Z.aif,,765439.419971,765445.236021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515562,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180720_174500Z.aif_8220,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180720_174500Z.aif,,797751.875971,797757.692021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547921,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_024500Z.aif_8278,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_024500Z.aif,,830087.739142,830091.796852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.583542,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_134500Z.aif_8358,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_134500Z.aif,,869685.488263,869689.951743,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.729363,,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_140000Z.aif_8369,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_140000Z.aif,,870573.147142,870577.204852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544700,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_161500Z.aif_8424,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_161500Z.aif,,879092.315971,879098.132021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.526923,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180721_161500Z.aif_8426,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180721_161500Z.aif,,879192.515142,879196.572852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500454,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_083000Z.aif_8635,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_083000Z.aif,,937786.347978,937792.164028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515951,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_110000Z.aif_8759,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_110000Z.aif,,946434.379971,946440.196021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.658127,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_110000Z.aif_8760,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_110000Z.aif,,946443.851971,946449.668021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.562020,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_110000Z.aif_8772,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_110000Z.aif,,946738.475971,946744.292021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.690397,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_111500Z.aif_8796,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_111500Z.aif,,947632.331975,947638.148025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.568113,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_124500Z.aif_8963,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_124500Z.aif,,952327.899975,952333.716025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527353,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_223000Z.aif_9365,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_223000Z.aif,,987475.763975,987481.580025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.552561,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_231500Z.aif_9432,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_231500Z.aif,,990722.011975,990727.828025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510028,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180722_234500Z.aif_9440,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180722_234500Z.aif,,991847.432256,991851.895736,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.562169,,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_004500Z.aif_9462,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_004500Z.aif,,995894.963975,995900.780025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.632349,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_010000Z.aif_9485,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_010000Z.aif,,996588.651978,996594.468028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.564724,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_011500Z.aif_9516,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_011500Z.aif,,997562.883971,997568.700021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527627,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_030000Z.aif_9636,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_030000Z.aif,,1003750.507975,1003756.324025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.542108,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_193000Z.aif_10074,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_193000Z.aif,,1063013.307975,1063019.124025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506041,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_230000Z.aif_10124,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_230000Z.aif,,1075860.179142,1075864.236852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.517197,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180723_230000Z.aif_10130,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180723_230000Z.aif,,1076389.531142,1076393.588852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.543947,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_000000Z.aif_10152,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_000000Z.aif,,1079344.475145,1079348.532855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.573180,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_053000Z.aif_10276,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_053000Z.aif,,1099469.963978,1099475.780028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507792,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_123000Z.aif_10409,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_123000Z.aif,,1124526.272256,1124530.735736,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.545806,,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_144500Z.aif_10478,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_144500Z.aif,,1132738.475971,1132744.292021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510432,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_180000Z.aif_10540,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_180000Z.aif,,1144691.891975,1144697.708025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504062,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_213000Z.aif_10578,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_213000Z.aif,,1156536.259971,1156542.076021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544425,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_221500Z.aif_10611,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_221500Z.aif,,1159631.995971,1159637.812021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.638984,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180724_221500Z.aif_10614,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180724_221500Z.aif,,1160086.603971,1160092.420021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.679121,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_020000Z.aif_10769,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_020000Z.aif,,1172896.499971,1172902.316021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538452,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_031500Z.aif_10804,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_031500Z.aif,,1177850.851978,1177856.668028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544672,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_041500Z.aif_10837,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_041500Z.aif,,1181045.387971,1181051.204021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.658531,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_044500Z.aif_10864,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_044500Z.aif,,1182931.507149,1182935.564859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.568358,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_050000Z.aif_10903,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_050000Z.aif,,1184252.211971,1184258.028021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.549939,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_061500Z.aif_11000,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_061500Z.aif,,1188427.387978,1188433.204028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.512523,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_081500Z.aif_11035,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_081500Z.aif,,1195977.811975,1195983.628025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.530326,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_084500Z.aif_11055,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_084500Z.aif,,1197260.491971,1197266.308021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.594878,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_141500Z.aif_11186,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_141500Z.aif,,1217093.003975,1217098.820025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.626735,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180725_190000Z.aif_11405,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180725_190000Z.aif,,1234266.979978,1234272.796028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.655090,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_024500Z.aif_11528,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_024500Z.aif,,1261812.707971,1261818.524021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518934,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_060000Z.aif_11619,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_060000Z.aif,,1273616.635975,1273622.452025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.549433,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_064500Z.aif_11677,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_064500Z.aif,,1276311.515975,1276317.332025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.558490,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_071500Z.aif_11700,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_071500Z.aif,,1278723.035971,1278728.852021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.581800,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_073000Z.aif_11709,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_073000Z.aif,,1279220.499145,1279224.556855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.630507,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180726_091500Z.aif_11757,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180726_091500Z.aif,,1285261.347978,1285267.164028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.522772,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_023000Z.aif_11979,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_023000Z.aif,,1348087.283978,1348093.100028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515535,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_044500Z.aif_12063,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_044500Z.aif,,1355753.667978,1355759.484028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.524796,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_050000Z.aif_12088,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_050000Z.aif,,1356950.083971,1356955.900021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.582772,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_183000Z.aif_12313,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_183000Z.aif,,1405259.811971,1405265.628021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.645583,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_183000Z.aif_12337,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_183000Z.aif,,1405483.275971,1405489.092021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.526403,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_191500Z.aif_12407,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_191500Z.aif,,1407848.715971,1407854.532021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.583455,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_221500Z.aif_12491,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_221500Z.aif,,1419289.675971,1419295.492021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.590123,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z.aif_12528,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,1420038.139975,1420043.956025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547987,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z.aif_12544,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,1420104.435975,1420110.252025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.650615,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_223000Z.aif_12547,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_223000Z.aif,,1420186.347975,1420192.164025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.531514,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180727_224500Z.aif_12587,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180727_224500Z.aif,,1420515.779978,1420521.596028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.578072,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180729_070000Z.aif_12897,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180729_070000Z.aif,,1536633.187978,1536639.004028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547276,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180729_090000Z.aif_12915,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180729_090000Z.aif,,1544029.003975,1544034.820025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.505926,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180730_131500Z.aif_13041,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180730_131500Z.aif,,1645858.019971,1645863.836021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.584185,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180730_194500Z.aif_13088,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180730_194500Z.aif,,1668961.091978,1668966.908028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.652246,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180730_234500Z.aif_13126,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180730_234500Z.aif,,1683462.707971,1683468.524021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.552470,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_124500Z.aif_13278,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_124500Z.aif,,1730127.299975,1730133.116025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.531426,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_124500Z.aif_13289,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_124500Z.aif,,1730288.051975,1730293.868025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.538819,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_124500Z.aif_13301,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_124500Z.aif,,1730437.795975,1730443.612025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572431,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_204500Z.aif_13557,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_204500Z.aif,,1758795.219971,1758801.036021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519787,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_204500Z.aif_13577,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_204500Z.aif,,1758907.843971,1758913.660021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.594343,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_210000Z.aif_13690,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_210000Z.aif,,1759681.395975,1759687.212025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.566602,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180731_211500Z.aif_13760,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180731_211500Z.aif,,1760657.419978,1760663.236028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.593003,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_014500Z.aif_13993,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_014500Z.aif,,1777160.491978,1777166.308028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504491,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_033000Z.aif_14063,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_033000Z.aif,,1783649.651971,1783655.468021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504130,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_034500Z.aif_14069,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_034500Z.aif,,1784292.147975,1784297.964025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.502549,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_084500Z.aif_14111,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_084500Z.aif,,1801812.963971,1801818.780021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.524150,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_114500Z.aif_14149,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_114500Z.aif,,1812761.171971,1812766.988021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519539,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_153000Z.aif_14343,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_153000Z.aif,,1826750.195142,1826754.252852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.579093,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180801_203000Z.aif_14425,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180801_203000Z.aif,,1844113.219978,1844119.036028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.517748,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_033000Z.aif_14543,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_033000Z.aif,,1870029.035142,1870033.092852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.563479,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_033000Z.aif_14546,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_033000Z.aif,,1870076.643142,1870080.700852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519342,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_064500Z.aif_14610,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_064500Z.aif,,1881485.747975,1881491.564025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.579703,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_210000Z.aif_14671,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_210000Z.aif,,1933127.211975,1933133.028025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.510160,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180802_213000Z.aif_14675,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180802_213000Z.aif,,1934111.171971,1934116.988021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528157,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180803_083000Z.aif_14874,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_083000Z.aif,,1974028.323978,1974034.140028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.524093,,1-4-f,parm file = FW2O_p25.mat
