observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,deviceSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,frequencyLow,frequencyHigh,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,classificationConfirmation,observationTags,observationComments
86896MD01_016K_M04_multi_20180803_174500Z.aif_14950,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180803_174500Z.aif,,2007118.939971,2007124.756021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500921,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_060000Z.aif_15113,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_060000Z.aif,,2051287.139145,2051291.196855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.698954,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180804_163000Z.aif_15217,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180804_163000Z.aif,,2089680.371975,2089686.188025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.547760,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_004500Z.aif_15388,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_004500Z.aif,,2119218.851975,2119224.668025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.540220,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_070000Z.aif_15456,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_070000Z.aif,,2141549.395978,2141555.212028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519100,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_070000Z.aif_15470,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_070000Z.aif,,2141826.363978,2141832.180028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.580735,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180805_071500Z.aif_15510,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180805_071500Z.aif,,2142472.179971,2142477.996021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.503850,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180806_080000Z.aif_15641,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180806_080000Z.aif,,2231378.667971,2231384.484021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508418,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_140000Z.aif_15812,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_140000Z.aif,,2339581.139971,2339586.956021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.518649,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_151500Z.aif_15848,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_151500Z.aif,,2343837.963978,2343843.780028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.535717,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_183000Z.aif_15852,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_183000Z.aif,,2356181.851142,2356185.908852,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500317,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180807_214500Z.aif_15857,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180807_214500Z.aif,,2367499.059975,2367504.876025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.572145,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_103000Z.aif_16043,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_103000Z.aif,,2413727.211975,2413733.028025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534770,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_140000Z.aif_16128,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_140000Z.aif,,2426284.211971,2426290.028021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.563442,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_141500Z.aif_16255,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_141500Z.aif,,2427105.883975,2427111.700025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528729,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_143000Z.aif_16294,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_143000Z.aif,,2427788.819978,2427794.636028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507172,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_210000Z.aif_16363,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_210000Z.aif,,2450775.931975,2450781.748025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.537159,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_224500Z.aif_16400,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_224500Z.aif,,2457354.947978,2457360.764028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.501797,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_230000Z.aif_16485,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_230000Z.aif,,2458169.707971,2458175.524021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.537056,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_230000Z.aif_16589,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_230000Z.aif,,2458599.739971,2458605.556021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.535197,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_231500Z.aif_16651,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_231500Z.aif,,2458863.139975,2458868.956025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.544958,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_231500Z.aif_16778,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_231500Z.aif,,2459399.651975,2459405.468025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.566107,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_16950,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2460040.867978,2460046.684028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.663880,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_17007,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2460229.771978,2460235.588028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507066,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_17014,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2460264.587978,2460270.404028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.593616,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_233000Z.aif_17085,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_233000Z.aif,,2460570.987978,2460576.804028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509689,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_234500Z.aif_17138,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_234500Z.aif,,2460922.179971,2460927.996021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.628608,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180808_234500Z.aif_17144,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180808_234500Z.aif,,2460953.155971,2460958.972021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.581155,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17228,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2461545.219975,2461551.036025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504679,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17292,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2462211.771975,2462217.588025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.562296,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17293,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2462237.371975,2462243.188025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.511997,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_000000Z.aif_17295,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_000000Z.aif,,2462255.539975,2462261.356025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523594,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_001500Z.aif_17324,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_001500Z.aif,,2462848.883978,2462854.700028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.577158,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_121500Z.aif_17353,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_121500Z.aif,,2506305.627978,2506311.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500957,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_204500Z.aif_17421,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_204500Z.aif,,2536628.923971,2536634.740021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519987,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_230000Z.aif_17438,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_230000Z.aif,,2545101.619971,2545107.436021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508868,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180809_233000Z.aif_17464,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180809_233000Z.aif,,2546237.627978,2546243.444028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.558570,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180810_100000Z.aif_17534,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180810_100000Z.aif,,2583920.643978,2583926.460028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523763,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_000000Z.aif_17575,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_000000Z.aif,,2635031.483975,2635037.300025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.552195,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180811_234500Z.aif_17693,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180811_234500Z.aif,,2720002.387971,2720008.204021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.536862,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_091500Z.aif_17756,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_091500Z.aif,,2754386.427978,2754392.244028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.517278,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_104500Z.aif_17788,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_104500Z.aif,,2760091.035978,2760096.852028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.602592,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_104500Z.aif_17796,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_104500Z.aif,,2760149.651978,2760155.468028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.560628,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_124500Z.aif_17845,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_124500Z.aif,,2766977.979975,2766983.796025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.512872,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_134500Z.aif_17882,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_134500Z.aif,,2770494.795978,2770500.612028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.500683,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180812_203000Z.aif_17909,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180812_203000Z.aif,,2794942.235978,2794948.052028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504031,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_090000Z.aif_17977,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_090000Z.aif,,2840270.131975,2840275.948025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.527945,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_203000Z.aif_18045,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_203000Z.aif,,2881152.811978,2881158.628028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.621868,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_210000Z.aif_18073,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_210000Z.aif,,2883503.411975,2883509.228025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.603339,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_211500Z.aif_18080,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_211500Z.aif,,2884123.883978,2884129.700028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.507542,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180813_233000Z.aif_18102,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180813_233000Z.aif,,2891753.011149,2891757.068859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.514406,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_101500Z.aif_18193,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_101500Z.aif,,2931028.835971,2931034.652021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.526761,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_143000Z.aif_18287,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_143000Z.aif,,2946292.091149,2946296.148859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506585,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_143000Z.aif_18292,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_143000Z.aif,,2946342.771149,2946346.828859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515148,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_201500Z.aif_18451,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_201500Z.aif,,2966768.115145,2966772.172855,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.519911,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_214500Z.aif_18465,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_214500Z.aif,,2971869.283975,2971875.100025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.506649,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_221500Z.aif_18485,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_221500Z.aif,,2973957.763971,2973963.580021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.514786,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180814_221500Z.aif_18498,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180814_221500Z.aif,,2974369.619971,2974375.436021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.601619,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_004500Z.aif_18573,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_004500Z.aif,,2983171.243975,2983177.060025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.597376,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_004500Z.aif_18580,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_004500Z.aif,,2983292.059975,2983297.876025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.525857,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_010000Z.aif_18600,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_010000Z.aif,,2983852.643978,2983858.460028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.521098,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_013000Z.aif_18679,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_013000Z.aif,,2985704.603975,2985710.420025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.569408,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_014500Z.aif_18701,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_014500Z.aif,,2986310.491978,2986316.308028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.545760,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_021500Z.aif_18793,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_021500Z.aif,,2988094.875975,2988100.692025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528724,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_021500Z.aif_18807,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_021500Z.aif,,2988132.763975,2988138.580025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.738502,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_021500Z.aif_18849,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_021500Z.aif,,2988470.899975,2988476.716025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.601490,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_024500Z.aif_18966,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_024500Z.aif,,2990209.723971,2990215.540021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.522413,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180815_111500Z.aif_19077,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180815_111500Z.aif,,3020565.267975,3020571.084025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.511371,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_001500Z.aif_19277,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_001500Z.aif,,3067547.635149,3067551.692859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508877,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_003000Z.aif_19285,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_003000Z.aif,,3068873.203971,3068879.020021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.515152,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_020000Z.aif_19314,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_020000Z.aif,,3073578.747971,3073584.564021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516732,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_023000Z.aif_19325,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_023000Z.aif,,3075451.187978,3075457.004028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.536546,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_023000Z.aif_19327,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_023000Z.aif,,3075999.995978,3076005.812028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.610040,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_061500Z.aif_19449,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_061500Z.aif,,3089027.120263,3089031.583743,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.591245,,1-1-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_101500Z.aif_19508,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_101500Z.aif,,3103963.731971,3103969.548021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.516247,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_103000Z.aif_19515,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_103000Z.aif,,3104908.787975,3104914.604025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.559426,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180816_191500Z.aif_19713,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180816_191500Z.aif,,3135840.779971,3135846.596021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.508405,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_064500Z.aif_20024,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_064500Z.aif,,3177278.667975,3177284.484025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509349,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_103000Z.aif_20118,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_103000Z.aif,,3190919.195975,3190925.012025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.563865,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_121500Z.aif_20220,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_121500Z.aif,,3197489.755978,3197495.572028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.511810,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_173000Z.aif_20385,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_173000Z.aif,,3216277.243149,3216281.300859,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.528415,,1-2-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_173000Z.aif_20386,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_173000Z.aif,,3216358.275978,3216364.092028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.504733,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_200000Z.aif_20435,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_200000Z.aif,,3224849.395971,3224855.212021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.614519,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_213000Z.aif_20482,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_213000Z.aif,,3230635.147971,3230640.964021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.509020,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_224500Z.aif_20562,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_224500Z.aif,,3235232.931978,3235238.748028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.534915,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_230000Z.aif_20607,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_230000Z.aif,,3235786.603971,3235792.420021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.595896,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_230000Z.aif_20631,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_230000Z.aif,,3235984.211971,3235990.028021,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.561906,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z.aif_20775,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,3236808.955975,3236814.772025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.523125,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_231500Z.aif_20782,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_231500Z.aif,,3236882.931975,3236888.748025,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.607934,,1-4-f,parm file = FW2O_p25.mat
86896MD01_016K_M04_multi_20180817_233000Z.aif_20851,2018_UnivMD_Maryland_86896_Dep01_20180711,86896MD01_016K_M04_multi_20180817_233000Z.aif,,3237615.267978,3237621.084028,interval,animal,,,,,,,,,,,,,,,,,machine,,,0.531424,,1-4-f,parm file = FW2O_p25.mat
